"lead_id","campaign_id","converted_at","conversion_value_usd","conversion_type"
"L0002041","CMP0019","2025-08-09T11:30:37","1366.68","demo_booked"
"L0002044","CMP0027","2025-08-04T16:59:14","639.56","purchase"
"L0002045","CMP0021","2025-07-31T14:36:40","1794.68","purchase"
"L0002049","CMP0007","2025-08-10T18:52:16","392.4","purchase"
"L0002064","CMP0009","2025-08-20T09:31:04","287.06","demo_booked"
"L0002082","CMP0020","2025-08-15T20:35:41","818.55","purchase"
"L0002086","CMP0023","2025-08-06T15:08:50","257.09","trial_started"
"L0002088","CMP0018","2025-08-13T09:06:49","206.21","meeting_scheduled"
"L0002092","CMP0018","2025-08-19T18:53:05","1084.71","demo_booked"
"L0002095","CMP0022","2025-07-01T04:22:45","1743.25","meeting_scheduled"
"L0002101","CMP0026","2025-05-23T13:02:32","265.1","meeting_scheduled"
"L0002108","CMP0030","2025-08-11T11:01:21","1091.81","demo_booked"
"L0002109","CMP0001","2025-05-26T21:53:38","1432.52","trial_started"
"L0002111","CMP0012","2025-07-28T16:25:43","383.94","demo_booked"
"L0002115","CMP0026","2025-08-13T21:02:54","91.16","demo_booked"
"L0002129","CMP0002","2025-07-22T17:32:43","1471.97","meeting_scheduled"
"L0002138","CMP0012","2025-07-29T23:31:30","653.36","demo_booked"
"L0002140","CMP0022","2025-06-23T03:10:25","994.86","demo_booked"
"L0002144","CMP0012","2025-07-10T23:28:43","539.23","meeting_scheduled"
"L0002159","CMP0012","2025-06-22T04:25:23","500.9","meeting_scheduled"
"L0002164","CMP0011","2025-07-20T22:19:48","1279.61","meeting_scheduled"
"L0002173","CMP0030","2025-07-04T14:21:05","216.34","meeting_scheduled"
"L0002180","CMP0004","2025-08-26T05:31:20","1518.8","meeting_scheduled"
"L0002181","CMP0015","2025-07-21T04:14:32","204.76","purchase"
"L0002188","CMP0021","2025-08-04T22:38:06","517.74","trial_started"
"L0002198","CMP0001","2025-07-12T19:22:10","900.82","demo_booked"
"L0002201","CMP0021","2025-08-17T12:13:49","1760.6","purchase"
"L0002214","CMP0030","2025-06-07T20:11:42","1853.74","purchase"
"L0002227","CMP0022","2025-07-10T11:25:23","290.78","meeting_scheduled"
"L0002229","CMP0025","2025-07-16T08:38:02","1773.52","meeting_scheduled"
"L0002245","CMP0022","2025-05-28T20:50:18","1010.81","trial_started"
"L0002249","CMP0005","2025-07-13T14:13:23","1530.66","purchase"
"L0002250","CMP0020","2025-07-30T07:30:06","377.06","meeting_scheduled"
"L0002252","CMP0008","2025-08-12T04:35:30","1362.49","meeting_scheduled"
"L0002260","CMP0006","2025-07-01T19:08:47","1662.15","purchase"
"L0002265","CMP0027","2025-06-06T20:31:37","1811.22","meeting_scheduled"
"L0002266","CMP0027","2025-07-28T09:52:14","1094.44","meeting_scheduled"
"L0002267","CMP0006","2025-06-04T11:15:54","1238.31","demo_booked"
"L0002276","CMP0014","2025-06-28T18:42:17","1828.86","trial_started"
"L0002279","CMP0009","2025-06-18T01:28:21","1120.41","trial_started"
"L0002282","CMP0004","2025-07-01T17:44:20","1875.36","trial_started"
"L0002283","CMP0006","2025-07-10T04:14:15","95.18","trial_started"
"L0002284","CMP0001","2025-07-09T14:38:21","276.87","demo_booked"
"L0002287","CMP0011","2025-07-17T11:16:37","1145.44","trial_started"
"L0002292","CMP0010","2025-08-21T17:41:55","64.07","demo_booked"
"L0002293","CMP0007","2025-06-25T08:24:25","1997.52","demo_booked"
"L0002294","CMP0007","2025-08-05T06:18:55","1448.69","trial_started"
"L0002305","CMP0003","2025-05-25T09:25:00","1498.42","meeting_scheduled"
"L0002312","CMP0027","2025-06-23T17:43:51","834.29","trial_started"
"L0002334","CMP0001","2025-06-11T15:33:38","658.69","trial_started"
"L0002346","CMP0029","2025-07-23T20:44:13","1379.51","meeting_scheduled"
"L0002353","CMP0019","2025-08-25T23:25:44","804.78","purchase"
"L0002355","CMP0001","2025-08-12T10:30:37","1977.78","purchase"
"L0002358","CMP0002","2025-08-20T20:16:13","384.27","meeting_scheduled"
"L0002364","CMP0011","2025-07-13T01:41:42","60.2","demo_booked"
"L0002366","CMP0005","2025-08-13T11:40:23","244.86","demo_booked"
"L0002370","CMP0002","2025-07-16T07:02:09","1720.5","demo_booked"
"L0002379","CMP0005","2025-05-11T03:53:03","160.57","meeting_scheduled"
"L0002384","CMP0017","2025-07-01T01:33:43","1799.56","meeting_scheduled"
"L0002388","CMP0021","2025-07-25T15:40:05","1559.75","meeting_scheduled"
"L0002392","CMP0024","2025-08-21T07:31:58","508.39","trial_started"
"L0002398","CMP0028","2025-07-22T11:44:30","1035.07","meeting_scheduled"
"L0002399","CMP0013","2025-08-08T23:48:58","1405.05","demo_booked"
"L0002402","CMP0004","2025-08-06T06:13:23","266.85","purchase"
"L0002403","CMP0026","2025-08-16T07:25:42","1102.82","demo_booked"
"L0002408","CMP0020","2025-07-21T01:57:13","1766.99","demo_booked"
"L0002411","CMP0010","2025-08-12T19:36:42","1210.82","demo_booked"
"L0002417","CMP0014","2025-07-08T19:02:25","69.89","purchase"
"L0002430","CMP0012","2025-05-18T10:18:01","868.96","demo_booked"
"L0002436","CMP0023","2025-06-18T00:50:42","866.07","purchase"
"L0002437","CMP0030","2025-06-13T12:26:57","468.11","trial_started"
"L0002440","CMP0020","2025-05-23T06:24:51","62.2","trial_started"
"L0002442","CMP0001","2025-07-10T17:28:07","959.1","purchase"
"L0002445","CMP0030","2025-08-27T04:58:12","1346.99","demo_booked"
"L0002446","CMP0012","2025-06-16T19:05:39","1177.84","purchase"
"L0002451","CMP0027","2025-08-03T22:18:13","387.21","meeting_scheduled"
"L0002465","CMP0021","2025-08-14T01:00:13","808.13","demo_booked"
"L0002468","CMP0005","2025-06-04T13:47:04","1657.88","demo_booked"
"L0002473","CMP0011","2025-06-24T00:25:25","1562.84","purchase"
"L0002475","CMP0030","2025-05-03T13:07:43","838.7","meeting_scheduled"
"L0002477","CMP0030","2025-06-13T09:00:18","489.93","demo_booked"
"L0002478","CMP0007","2025-07-11T03:16:40","58.24","meeting_scheduled"
"L0002480","CMP0017","2025-05-27T09:29:37","530.06","meeting_scheduled"
"L0002483","CMP0018","2025-05-28T18:15:24","761.51","demo_booked"
"L0002484","CMP0017","2025-07-11T21:56:32","993.21","meeting_scheduled"
"L0002488","CMP0027","2025-08-09T19:05:56","1646.67","trial_started"
"L0002493","CMP0028","2025-08-03T01:34:16","1238.11","purchase"
"L0002498","CMP0012","2025-08-08T20:28:25","1767.82","purchase"
"L0002502","CMP0006","2025-07-09T13:59:37","996.23","demo_booked"
"L0002505","CMP0027","2025-05-16T22:28:53","1084.35","demo_booked"
"L0002519","CMP0021","2025-05-31T13:01:15","569.88","meeting_scheduled"
"L0002544","CMP0028","2025-08-17T12:12:17","1117.41","purchase"
"L0002547","CMP0013","2025-07-31T01:02:25","275.34","trial_started"
"L0002550","CMP0016","2025-08-03T07:31:46","991.24","meeting_scheduled"
"L0002551","CMP0024","2025-07-15T14:12:09","790.68","meeting_scheduled"
"L0002563","CMP0018","2025-07-26T16:44:48","1216.28","purchase"
"L0002564","CMP0016","2025-07-24T14:14:22","1078.8","purchase"
"L0002565","CMP0018","2025-08-27T01:42:13","734.14","meeting_scheduled"
"L0002572","CMP0024","2025-06-10T07:26:26","1612.49","trial_started"
"L0002575","CMP0008","2025-08-21T09:51:09","978.86","meeting_scheduled"
"L0002588","CMP0022","2025-06-19T17:33:44","1563.94","purchase"
"L0002589","CMP0020","2025-06-17T02:41:34","1395.57","trial_started"
"L0002594","CMP0017","2025-06-18T00:48:43","739.62","purchase"
"L0002598","CMP0027","2025-07-13T08:29:04","1889.06","meeting_scheduled"
"L0002600","CMP0009","2025-08-05T21:31:27","1067.51","demo_booked"
"L0002608","CMP0016","2025-07-02T19:17:20","1969.49","meeting_scheduled"
"L0002610","CMP0008","2025-05-18T14:55:26","979.67","purchase"
"L0002612","CMP0004","2025-08-20T16:55:17","1577.49","trial_started"
"L0002613","CMP0029","2025-08-11T08:31:12","1223.5","purchase"
"L0002620","CMP0023","2025-06-16T12:56:13","1628.27","meeting_scheduled"
"L0002635","CMP0007","2025-07-22T15:15:06","1501.93","purchase"
"L0002639","CMP0001","2025-07-18T18:49:55","1721.37","purchase"
"L0002643","CMP0020","2025-06-05T13:08:38","777.06","purchase"
"L0002656","CMP0005","2025-07-12T10:57:04","1710.0","meeting_scheduled"
"L0002657","CMP0002","2025-07-09T18:16:52","663.71","trial_started"
"L0002664","CMP0008","2025-08-16T06:59:03","803.67","demo_booked"
"L0002665","CMP0016","2025-08-19T16:50:11","1011.63","demo_booked"
"L0002672","CMP0028","2025-08-23T01:09:54","1785.91","meeting_scheduled"
"L0002673","CMP0018","2025-07-20T12:03:43","1118.01","trial_started"
"L0002674","CMP0002","2025-08-19T20:22:20","225.32","purchase"
"L0002677","CMP0015","2025-07-06T14:01:10","1055.64","trial_started"
"L0002680","CMP0019","2025-07-05T23:49:40","480.93","demo_booked"
"L0002682","CMP0027","2025-06-15T05:24:00","1461.84","meeting_scheduled"
"L0002683","CMP0026","2025-08-19T23:00:58","272.95","meeting_scheduled"
"L0002686","CMP0002","2025-06-12T21:14:06","945.34","trial_started"
"L0002691","CMP0007","2025-08-01T16:24:13","588.53","meeting_scheduled"
"L0002692","CMP0014","2025-05-10T17:30:01","1205.09","demo_booked"
"L0002694","CMP0019","2025-06-10T22:28:18","955.39","meeting_scheduled"
"L0002695","CMP0029","2025-08-16T12:00:48","1390.39","purchase"
"L0002699","CMP0008","2025-08-15T06:22:44","968.49","purchase"
"L0002709","CMP0010","2025-07-21T03:38:52","1488.47","trial_started"
"L0002731","CMP0014","2025-07-09T00:30:06","1779.93","meeting_scheduled"
"L0002732","CMP0004","2025-07-16T13:33:55","1605.73","demo_booked"
"L0002741","CMP0001","2025-07-27T14:32:42","1175.7","trial_started"
"L0002746","CMP0027","2025-07-04T09:38:57","500.01","demo_booked"
"L0002761","CMP0011","2025-08-23T14:03:25","1467.21","meeting_scheduled"
"L0002764","CMP0028","2025-07-24T21:41:09","1537.27","meeting_scheduled"
"L0002770","CMP0030","2025-08-01T02:35:00","1132.02","purchase"
"L0002777","CMP0024","2025-08-25T18:52:49","579.85","demo_booked"
"L0002782","CMP0017","2025-07-27T10:22:13","586.03","meeting_scheduled"
"L0002783","CMP0023","2025-08-02T18:13:38","1070.51","purchase"
"L0002790","CMP0017","2025-07-12T16:28:56","1720.26","trial_started"
"L0002796","CMP0015","2025-08-06T22:37:48","282.87","purchase"
"L0002797","CMP0013","2025-07-19T13:23:07","1090.1","meeting_scheduled"
"L0002798","CMP0008","2025-07-07T15:28:46","1409.66","meeting_scheduled"
"L0002808","CMP0024","2025-08-06T12:35:32","74.07","meeting_scheduled"
"L0002810","CMP0022","2025-06-14T10:39:36","1636.91","meeting_scheduled"
"L0002812","CMP0008","2025-08-02T19:20:36","1045.62","purchase"
"L0002816","CMP0001","2025-08-27T21:47:33","1699.02","demo_booked"
"L0002834","CMP0013","2025-06-09T05:18:03","1795.75","purchase"
"L0002844","CMP0028","2025-08-20T12:19:07","780.11","purchase"
"L0002850","CMP0013","2025-08-25T03:34:01","1614.34","meeting_scheduled"
"L0002858","CMP0027","2025-08-07T08:45:17","1697.27","trial_started"
"L0002866","CMP0008","2025-07-14T03:35:37","1404.24","meeting_scheduled"
"L0002868","CMP0030","2025-08-12T03:57:49","514.34","meeting_scheduled"
"L0002873","CMP0023","2025-05-13T08:46:39","1050.24","trial_started"
"L0002881","CMP0016","2025-07-22T11:28:34","1056.38","demo_booked"
"L0002883","CMP0014","2025-06-28T10:48:05","1856.78","meeting_scheduled"
"L0002886","CMP0028","2025-06-25T22:20:37","1377.61","purchase"
"L0002893","CMP0025","2025-08-11T21:06:56","1507.65","purchase"
"L0002897","CMP0012","2025-08-21T00:03:16","414.66","purchase"
"L0002899","CMP0021","2025-08-11T00:54:54","1458.12","demo_booked"
"L0002901","CMP0018","2025-06-29T21:01:45","1464.72","demo_booked"
"L0002903","CMP0008","2025-07-20T22:00:39","970.19","demo_booked"
"L0002904","CMP0019","2025-08-06T04:34:58","900.41","demo_booked"
"L0002906","CMP0014","2025-06-24T21:46:15","378.99","purchase"
"L0002907","CMP0027","2025-08-02T13:22:13","1376.98","meeting_scheduled"
"L0002908","CMP0003","2025-08-12T04:14:10","748.91","purchase"
"L0002909","CMP0030","2025-06-13T17:19:50","719.65","demo_booked"
"L0002912","CMP0024","2025-08-07T22:15:08","1029.58","meeting_scheduled"
"L0002916","CMP0005","2025-06-13T22:10:06","1341.82","demo_booked"
"L0002919","CMP0022","2025-06-30T08:07:10","1003.27","purchase"
"L0002929","CMP0029","2025-08-16T21:42:50","882.79","trial_started"
"L0002939","CMP0008","2025-07-29T08:40:34","1355.45","trial_started"
"L0002942","CMP0012","2025-08-26T06:46:55","1232.8","trial_started"
"L0002945","CMP0019","2025-05-14T09:07:03","574.54","purchase"
"L0002948","CMP0023","2025-06-16T13:42:17","1981.85","meeting_scheduled"
"L0002950","CMP0005","2025-07-31T06:37:18","1933.67","demo_booked"
"L0002955","CMP0023","2025-08-04T09:55:45","204.39","trial_started"
"L0002963","CMP0002","2025-05-28T17:19:13","1307.75","purchase"
"L0002967","CMP0005","2025-06-17T15:45:31","1796.66","demo_booked"
"L0002970","CMP0023","2025-05-27T02:31:58","472.57","meeting_scheduled"
"L0002981","CMP0002","2025-08-16T20:24:58","984.52","demo_booked"
"L0002988","CMP0027","2025-08-06T09:09:01","422.17","purchase"
"L0002992","CMP0028","2025-06-27T05:59:22","1196.6","meeting_scheduled"
"L0002999","CMP0027","2025-08-22T22:54:28","1892.47","meeting_scheduled"
"L0003007","CMP0006","2025-07-21T01:09:55","730.36","demo_booked"
"L0003008","CMP0012","2025-07-20T10:26:24","56.16","purchase"
"L0003010","CMP0002","2025-08-03T00:06:52","1892.59","meeting_scheduled"
"L0003012","CMP0017","2025-07-09T04:38:38","1786.29","purchase"
"L0003021","CMP0001","2025-08-25T10:00:53","263.94","trial_started"
"L0003025","CMP0015","2025-07-16T07:13:37","792.77","purchase"
"L0003029","CMP0005","2025-06-16T04:03:49","1694.44","meeting_scheduled"
"L0003030","CMP0001","2025-07-02T23:54:45","366.26","meeting_scheduled"
"L0003037","CMP0022","2025-07-10T09:43:09","242.32","demo_booked"
"L0003045","CMP0006","2025-06-21T00:56:02","759.11","purchase"
"L0003052","CMP0014","2025-08-19T10:29:56","661.36","meeting_scheduled"
"L0003055","CMP0022","2025-08-03T17:32:50","337.01","meeting_scheduled"
"L0003056","CMP0021","2025-08-14T08:24:05","1491.51","trial_started"
"L0003059","CMP0014","2025-06-24T05:12:24","732.62","meeting_scheduled"
"L0003071","CMP0014","2025-07-15T23:15:35","287.41","meeting_scheduled"
"L0003081","CMP0015","2025-08-01T17:44:27","383.97","trial_started"
"L0003082","CMP0008","2025-08-03T09:15:46","1553.74","purchase"
"L0003083","CMP0018","2025-08-08T08:38:49","1706.17","purchase"
"L0003084","CMP0025","2025-06-08T15:39:34","1154.62","trial_started"
"L0003085","CMP0009","2025-07-17T06:00:52","83.34","trial_started"
"L0003087","CMP0001","2025-08-10T22:49:56","1722.11","purchase"
"L0003089","CMP0024","2025-08-28T11:47:43","1875.22","trial_started"
"L0003094","CMP0009","2025-05-31T18:32:05","532.85","purchase"
"L0003098","CMP0016","2025-06-28T03:41:55","200.36","demo_booked"
"L0003109","CMP0026","2025-06-19T15:59:32","1223.85","demo_booked"
"L0003112","CMP0018","2025-07-07T23:55:52","65.88","meeting_scheduled"
"L0003113","CMP0026","2025-08-03T02:43:19","91.44","meeting_scheduled"
"L0003118","CMP0021","2025-06-22T10:04:57","387.48","purchase"
"L0003122","CMP0025","2025-08-12T23:51:28","1864.56","demo_booked"
"L0003124","CMP0026","2025-07-15T00:30:31","580.36","meeting_scheduled"
"L0003125","CMP0006","2025-08-11T15:37:46","706.47","demo_booked"
"L0003129","CMP0001","2025-08-25T03:08:32","636.66","meeting_scheduled"
"L0003132","CMP0015","2025-06-12T10:40:16","304.77","purchase"
"L0003135","CMP0001","2025-05-30T17:31:31","1859.05","demo_booked"
"L0003136","CMP0029","2025-07-10T15:27:59","1811.73","meeting_scheduled"
"L0003137","CMP0014","2025-08-13T12:11:03","1644.72","meeting_scheduled"
"L0003144","CMP0028","2025-06-05T14:26:42","1337.41","trial_started"
"L0003166","CMP0024","2025-06-10T12:52:33","383.57","meeting_scheduled"
"L0003171","CMP0020","2025-07-24T14:41:14","943.43","meeting_scheduled"
"L0003172","CMP0027","2025-08-24T06:08:46","1256.19","purchase"
"L0003177","CMP0008","2025-07-02T13:51:42","1570.8","purchase"
"L0003181","CMP0008","2025-08-04T06:04:07","1000.04","meeting_scheduled"
"L0003182","CMP0010","2025-07-20T14:50:07","253.58","demo_booked"
"L0003183","CMP0004","2025-07-29T14:20:30","1636.15","trial_started"
"L0003186","CMP0023","2025-06-29T03:24:25","143.57","trial_started"
"L0003187","CMP0029","2025-07-13T01:57:53","1353.69","trial_started"
"L0003199","CMP0013","2025-06-25T07:33:37","974.98","meeting_scheduled"
"L0003202","CMP0019","2025-08-24T14:31:08","874.48","meeting_scheduled"
"L0003203","CMP0026","2025-05-16T15:59:27","1237.52","demo_booked"
"L0003205","CMP0021","2025-06-28T18:27:06","1723.25","purchase"
"L0003223","CMP0002","2025-05-06T18:41:13","1411.37","demo_booked"
"L0003226","CMP0007","2025-07-28T23:53:59","232.53","trial_started"
"L0003232","CMP0003","2025-07-30T17:03:44","1856.59","meeting_scheduled"
"L0003235","CMP0020","2025-07-26T10:53:40","299.37","trial_started"
"L0003239","CMP0010","2025-08-23T05:48:48","1869.73","purchase"
"L0003246","CMP0019","2025-07-27T15:40:31","1103.84","meeting_scheduled"
"L0003254","CMP0027","2025-07-27T18:26:34","318.14","purchase"
"L0003255","CMP0003","2025-08-15T17:54:05","1176.74","demo_booked"
"L0003276","CMP0008","2025-08-20T16:55:36","1955.0","purchase"
"L0003280","CMP0018","2025-08-27T01:24:03","676.86","demo_booked"
"L0003294","CMP0026","2025-05-22T19:22:21","1919.9","meeting_scheduled"
"L0003297","CMP0017","2025-07-13T11:27:56","940.22","meeting_scheduled"
"L0003304","CMP0003","2025-06-18T06:16:03","328.53","meeting_scheduled"
"L0003305","CMP0012","2025-06-01T14:42:59","627.69","purchase"
"L0003322","CMP0025","2025-08-18T11:24:52","1538.05","purchase"
"L0003333","CMP0003","2025-07-24T12:40:13","1362.55","purchase"
"L0003334","CMP0005","2025-06-09T08:53:48","570.54","trial_started"
"L0003336","CMP0009","2025-06-01T11:34:05","162.82","purchase"
"L0003342","CMP0002","2025-06-06T21:53:36","242.98","trial_started"
"L0003343","CMP0002","2025-08-15T20:36:11","348.97","demo_booked"
"L0003344","CMP0013","2025-08-05T20:54:21","636.9","purchase"
"L0003353","CMP0023","2025-08-12T15:28:29","653.31","purchase"
"L0003359","CMP0020","2025-06-22T04:57:03","827.27","meeting_scheduled"
"L0003361","CMP0015","2025-08-25T05:25:39","1973.95","demo_booked"
"L0003378","CMP0016","2025-06-13T06:55:38","1377.85","purchase"
"L0003380","CMP0007","2025-05-27T05:10:10","465.78","meeting_scheduled"
"L0003383","CMP0004","2025-08-06T04:21:09","900.66","trial_started"
"L0003385","CMP0025","2025-07-17T15:49:39","696.49","meeting_scheduled"
"L0003391","CMP0026","2025-08-13T08:50:23","856.33","meeting_scheduled"
"L0003392","CMP0015","2025-06-12T17:54:22","211.66","demo_booked"
"L0003393","CMP0013","2025-05-27T09:57:04","1994.63","meeting_scheduled"
"L0003402","CMP0030","2025-08-15T10:42:15","316.1","trial_started"
"L0003414","CMP0002","2025-06-05T03:44:45","1121.67","purchase"
"L0003421","CMP0008","2025-07-03T15:42:22","1761.13","purchase"
"L0003425","CMP0016","2025-07-30T03:24:24","1936.14","meeting_scheduled"
"L0003428","CMP0030","2025-05-25T02:52:48","386.9","trial_started"
"L0003429","CMP0009","2025-05-18T09:50:12","279.4","meeting_scheduled"
"L0003430","CMP0005","2025-08-16T07:46:47","1526.48","purchase"
"L0003431","CMP0027","2025-08-25T22:54:46","655.89","trial_started"
"L0003446","CMP0018","2025-07-17T07:03:27","1738.62","meeting_scheduled"
"L0003459","CMP0010","2025-08-18T12:39:43","1041.82","purchase"
"L0003463","CMP0020","2025-06-12T00:39:19","683.4","purchase"
"L0003466","CMP0013","2025-06-28T16:14:28","119.1","meeting_scheduled"
"L0003480","CMP0020","2025-06-17T18:01:29","1065.58","trial_started"
"L0003483","CMP0010","2025-08-25T13:57:12","1301.06","trial_started"
"L0003497","CMP0006","2025-08-04T11:55:25","514.23","trial_started"
"L0003502","CMP0005","2025-08-12T04:56:01","1544.75","trial_started"
"L0003509","CMP0024","2025-07-21T08:39:46","1881.87","meeting_scheduled"
"L0003511","CMP0003","2025-07-18T23:02:54","1762.73","meeting_scheduled"
"L0003527","CMP0030","2025-06-19T00:32:02","1230.29","purchase"
"L0003532","CMP0001","2025-06-14T13:22:56","1685.81","trial_started"
"L0003539","CMP0009","2025-08-14T06:04:39","126.06","demo_booked"
"L0003543","CMP0017","2025-08-16T07:08:59","1376.2","trial_started"
"L0003548","CMP0026","2025-06-09T15:51:32","1152.91","demo_booked"
"L0003549","CMP0004","2025-08-21T08:24:12","623.88","purchase"
"L0003553","CMP0016","2025-07-22T03:49:42","622.61","demo_booked"
"L0003559","CMP0017","2025-06-25T04:40:59","149.5","demo_booked"
"L0003562","CMP0017","2025-06-01T01:50:45","453.75","demo_booked"
"L0003564","CMP0023","2025-08-27T21:20:39","1441.74","meeting_scheduled"
"L0003566","CMP0022","2025-08-19T02:26:10","1907.7","demo_booked"
"L0003581","CMP0001","2025-07-13T10:14:04","513.4","meeting_scheduled"
"L0003594","CMP0001","2025-07-01T11:23:36","830.92","purchase"
"L0003595","CMP0027","2025-08-10T12:04:05","452.47","trial_started"
"L0003596","CMP0008","2025-08-11T23:21:47","315.79","trial_started"
"L0003600","CMP0022","2025-07-21T06:01:02","244.72","demo_booked"
"L0003601","CMP0029","2025-05-21T07:08:14","676.22","trial_started"
"L0003608","CMP0022","2025-06-07T23:10:40","1448.57","trial_started"
"L0003609","CMP0014","2025-07-18T08:59:15","1409.42","demo_booked"
"L0003613","CMP0020","2025-07-08T07:41:36","483.09","demo_booked"
"L0003623","CMP0003","2025-07-28T17:21:24","1261.65","trial_started"
"L0003625","CMP0026","2025-08-03T15:19:17","1802.88","meeting_scheduled"
"L0003633","CMP0029","2025-07-26T04:46:38","1199.22","trial_started"
"L0003636","CMP0019","2025-08-09T23:03:21","1536.25","demo_booked"
"L0003641","CMP0021","2025-07-06T20:29:38","385.91","trial_started"
"L0003648","CMP0022","2025-06-23T08:27:32","807.66","trial_started"
"L0003653","CMP0028","2025-07-05T09:41:01","1535.04","meeting_scheduled"
"L0003655","CMP0011","2025-07-17T01:43:41","1181.97","meeting_scheduled"
"L0003661","CMP0025","2025-07-29T17:35:40","411.91","meeting_scheduled"
"L0003668","CMP0030","2025-08-18T08:18:22","428.15","trial_started"
"L0003674","CMP0025","2025-07-11T04:39:57","1506.72","trial_started"
"L0003675","CMP0030","2025-05-07T10:26:23","228.55","demo_booked"
"L0003695","CMP0002","2025-08-09T04:54:14","1625.16","purchase"
"L0003703","CMP0023","2025-06-01T10:20:27","1680.9","purchase"
"L0003710","CMP0007","2025-06-24T00:42:43","1048.72","demo_booked"
"L0003712","CMP0018","2025-06-01T22:02:59","1800.25","trial_started"
"L0003726","CMP0004","2025-06-13T04:34:05","1162.44","trial_started"
"L0003731","CMP0003","2025-07-25T16:44:35","952.72","meeting_scheduled"
"L0003734","CMP0023","2025-07-02T02:59:21","1055.78","purchase"
"L0003760","CMP0010","2025-07-27T02:48:50","1711.09","meeting_scheduled"
"L0003767","CMP0027","2025-08-22T08:18:05","321.34","demo_booked"
"L0003771","CMP0022","2025-08-09T05:24:16","1282.16","trial_started"
"L0003774","CMP0022","2025-06-26T11:49:05","1235.88","demo_booked"
"L0003775","CMP0016","2025-06-08T06:44:18","141.37","demo_booked"
"L0003777","CMP0008","2025-08-20T00:10:04","1605.86","purchase"
"L0003786","CMP0004","2025-07-31T20:43:45","966.1","demo_booked"
"L0003803","CMP0014","2025-07-11T14:17:43","1364.01","purchase"
"L0003805","CMP0027","2025-08-24T03:35:06","863.53","purchase"
"L0003815","CMP0024","2025-07-20T06:33:48","1532.02","demo_booked"
"L0003819","CMP0003","2025-05-25T23:36:50","1656.38","trial_started"
"L0003823","CMP0017","2025-06-23T15:02:41","417.23","demo_booked"
"L0003829","CMP0021","2025-06-13T22:00:06","738.03","meeting_scheduled"
"L0003835","CMP0016","2025-05-30T17:00:09","1791.27","demo_booked"
"L0003837","CMP0029","2025-08-26T15:30:59","52.06","meeting_scheduled"
"L0003838","CMP0009","2025-08-08T18:02:12","1438.8","demo_booked"
"L0003839","CMP0005","2025-07-06T08:21:23","1910.77","purchase"
"L0003840","CMP0014","2025-06-28T20:18:18","63.33","meeting_scheduled"
"L0003842","CMP0030","2025-07-23T01:23:42","664.52","demo_booked"
"L0003853","CMP0016","2025-07-13T15:48:24","109.21","meeting_scheduled"
"L0003863","CMP0018","2025-06-14T23:22:09","224.38","purchase"
"L0003872","CMP0029","2025-08-12T14:10:48","1123.19","meeting_scheduled"
"L0003875","CMP0008","2025-05-27T00:23:21","407.75","trial_started"
"L0003877","CMP0021","2025-05-29T00:02:02","420.44","trial_started"
"L0003892","CMP0009","2025-07-23T07:00:49","1442.95","trial_started"
"L0003913","CMP0028","2025-08-14T20:16:03","1848.05","purchase"
"L0003924","CMP0008","2025-08-23T08:42:15","1341.38","purchase"
"L0003930","CMP0010","2025-08-17T00:21:41","1032.07","purchase"
"L0003950","CMP0027","2025-06-30T12:32:12","1336.28","purchase"
"L0003952","CMP0022","2025-08-26T06:48:41","1684.53","trial_started"
"L0003956","CMP0023","2025-06-20T07:49:26","929.45","trial_started"
"L0003959","CMP0014","2025-07-09T11:46:25","1272.44","meeting_scheduled"
"L0003962","CMP0023","2025-05-06T22:24:49","333.42","purchase"
"L0003975","CMP0028","2025-06-24T22:42:42","1406.92","meeting_scheduled"
"L0003990","CMP0003","2025-06-07T06:47:51","1945.38","demo_booked"
"L0003995","CMP0030","2025-08-25T15:04:41","436.71","demo_booked"
"L0003996","CMP0029","2025-08-13T21:48:41","319.04","trial_started"
"L0004005","CMP0001","2025-08-04T05:17:22","984.02","demo_booked"
"L0004010","CMP0020","2025-06-07T09:06:50","858.44","purchase"
"L0004028","CMP0003","2025-05-11T16:31:17","1805.76","demo_booked"
"L0004029","CMP0018","2025-05-10T19:52:47","1185.43","demo_booked"
"L0004030","CMP0024","2025-08-26T02:23:22","1138.76","meeting_scheduled"
"L0004035","CMP0006","2025-08-22T12:41:58","1617.96","trial_started"
"L0004038","CMP0010","2025-08-12T15:31:06","1278.31","demo_booked"
"L0004048","CMP0026","2025-06-23T21:15:23","1705.89","purchase"
"L0004062","CMP0022","2025-07-27T15:49:16","694.51","demo_booked"
"L0004063","CMP0005","2025-06-08T00:38:32","830.21","demo_booked"
"L0004067","CMP0002","2025-08-19T08:03:57","568.92","meeting_scheduled"
"L0004078","CMP0029","2025-08-21T18:12:26","430.43","purchase"
"L0004080","CMP0013","2025-06-11T01:33:48","64.46","purchase"
"L0004095","CMP0012","2025-07-01T10:28:43","882.04","demo_booked"
"L0004096","CMP0011","2025-06-27T01:02:32","1401.38","trial_started"
"L0004097","CMP0023","2025-05-27T03:55:35","1021.93","demo_booked"
"L0004098","CMP0021","2025-08-02T22:52:03","1087.8","meeting_scheduled"
"L0004102","CMP0003","2025-06-30T14:38:20","864.22","purchase"
"L0004105","CMP0012","2025-06-06T09:43:33","1700.92","demo_booked"
