"event_id","timestamp","principal","auth_mechanism","scope","result","ip"
"AUTH01178","2025-07-25T02:22:07","svc-optimizer","APIKey","analytics:read","success","10.183.159.222"
"AUTH01179","2025-05-26T06:08:07","svc-engagement","OIDC","leads:write","expired","10.53.76.96"
"AUTH01180","2025-07-15T03:37:38","svc-engagement","APIKey","campaigns:write","expired","10.24.13.226"
"AUTH01181","2025-06-28T02:45:56","analyst-ui","APIKey","analytics:read","success","10.74.2.239"
"AUTH01182","2025-07-31T00:46:40","svc-optimizer","OIDC","analytics:read","success","10.110.153.104"
"AUTH01183","2025-07-28T21:11:25","svc-engagement","APIKey","memory:rw","expired","10.166.133.240"
"AUTH01184","2025-07-23T04:59:43","analyst-ui","APIKey","campaigns:read","denied","10.42.67.210"
"AUTH01185","2025-07-01T11:38:45","svc-optimizer","OIDC","campaigns:read","denied","10.130.95.98"
"AUTH01186","2025-07-26T04:51:11","svc-engagement","mTLS","leads:read","success","10.216.124.66"
"AUTH01187","2025-05-09T12:46:59","svc-engagement","mTLS","analytics:read","denied","10.83.207.54"
"AUTH01188","2025-08-20T23:03:35","analyst-ui","APIKey","leads:write","expired","10.110.58.8"
"AUTH01189","2025-05-18T15:41:28","analyst-ui","mTLS","analytics:read","failure","10.172.176.168"
"AUTH01190","2025-07-25T04:38:52","svc-engagement","APIKey","analytics:read","expired","10.191.36.84"
"AUTH01191","2025-05-15T19:55:13","svc-optimizer","mTLS","leads:read","denied","10.237.214.91"
"AUTH01192","2025-05-23T23:31:47","svc-mcp","OIDC","leads:write","failure","10.22.141.253"
"AUTH01193","2025-06-05T17:48:28","analyst-ui","mTLS","leads:write","denied","10.13.103.123"
"AUTH01194","2025-05-03T04:52:54","svc-engagement","OIDC","campaigns:read","success","10.157.147.146"
"AUTH01195","2025-07-05T21:06:24","svc-mcp","APIKey","analytics:read","success","10.159.212.245"
"AUTH01196","2025-07-12T19:17:47","svc-engagement","APIKey","memory:rw","failure","10.203.131.179"
"AUTH01197","2025-06-04T06:15:52","svc-optimizer","APIKey","analytics:read","expired","10.197.172.245"
"AUTH01198","2025-05-17T13:20:15","analyst-ui","OIDC","analytics:read","failure","10.7.193.74"
"AUTH01199","2025-08-23T11:13:03","svc-optimizer","APIKey","leads:write","denied","10.70.124.76"
"AUTH01200","2025-05-01T18:59:01","svc-engagement","mTLS","campaigns:read","success","10.244.110.225"
"AUTH01201","2025-05-03T04:41:14","svc-mcp","APIKey","analytics:read","success","10.161.208.199"
"AUTH01202","2025-08-16T23:25:34","analyst-ui","APIKey","campaigns:write","expired","10.19.112.34"
"AUTH01203","2025-05-01T19:30:06","svc-engagement","OIDC","campaigns:read","denied","10.171.123.35"
"AUTH01204","2025-08-22T12:40:10","analyst-ui","mTLS","analytics:read","expired","10.73.174.35"
"AUTH01205","2025-05-15T09:23:09","svc-optimizer","APIKey","memory:rw","denied","10.220.135.134"
"AUTH01206","2025-05-20T05:48:05","svc-optimizer","OIDC","campaigns:read","denied","10.76.138.222"
"AUTH01207","2025-06-02T01:24:05","svc-engagement","OIDC","analytics:read","expired","10.29.141.248"
"AUTH01208","2025-07-06T01:04:46","svc-optimizer","OIDC","analytics:read","success","10.122.225.239"
"AUTH01209","2025-07-24T10:25:34","analyst-ui","APIKey","campaigns:read","success","10.157.154.230"
"AUTH01210","2025-06-08T18:49:32","analyst-ui","APIKey","campaigns:write","success","10.109.73.101"
"AUTH01211","2025-07-02T17:34:35","analyst-ui","OIDC","memory:rw","success","10.76.49.37"
"AUTH01212","2025-07-31T00:08:12","svc-optimizer","APIKey","leads:read","denied","10.220.83.8"
"AUTH01213","2025-06-21T06:28:33","svc-optimizer","mTLS","campaigns:write","success","10.202.171.245"
"AUTH01214","2025-06-17T20:25:19","svc-optimizer","mTLS","memory:rw","failure","10.90.175.239"
"AUTH01215","2025-08-10T17:20:59","svc-optimizer","mTLS","leads:read","denied","10.107.123.35"
"AUTH01216","2025-07-14T13:09:32","svc-engagement","mTLS","analytics:read","success","10.112.171.120"
"AUTH01217","2025-05-13T00:43:50","analyst-ui","APIKey","leads:read","failure","10.86.93.36"
"AUTH01218","2025-08-06T10:48:30","svc-optimizer","OIDC","campaigns:write","failure","10.173.185.40"
"AUTH01219","2025-06-07T05:43:35","svc-engagement","APIKey","memory:rw","success","10.125.112.127"
"AUTH01220","2025-07-20T15:37:08","svc-mcp","APIKey","campaigns:write","denied","10.47.84.131"
"AUTH01221","2025-08-09T18:56:49","analyst-ui","OIDC","leads:write","expired","10.61.164.252"
"AUTH01222","2025-08-26T19:52:35","svc-optimizer","APIKey","campaigns:write","expired","10.173.54.239"
"AUTH01223","2025-06-30T19:01:13","analyst-ui","mTLS","analytics:read","success","10.20.113.99"
"AUTH01224","2025-06-19T09:57:15","analyst-ui","mTLS","analytics:read","success","10.127.164.8"
"AUTH01225","2025-08-06T07:46:11","svc-optimizer","APIKey","memory:rw","denied","10.156.121.198"
"AUTH01226","2025-08-11T07:59:12","svc-engagement","APIKey","memory:rw","expired","10.98.123.19"
"AUTH01227","2025-06-18T19:57:42","svc-engagement","mTLS","analytics:read","denied","10.122.45.55"
"AUTH01228","2025-07-22T20:18:07","analyst-ui","mTLS","campaigns:write","success","10.139.224.176"
"AUTH01229","2025-08-24T01:59:24","svc-mcp","mTLS","leads:write","denied","10.216.109.181"
"AUTH01230","2025-06-14T00:17:49","svc-optimizer","APIKey","campaigns:read","denied","10.27.58.191"
"AUTH01231","2025-08-19T12:46:34","svc-engagement","APIKey","campaigns:write","failure","10.215.231.156"
"AUTH01232","2025-07-13T23:15:37","svc-engagement","OIDC","memory:rw","success","10.231.34.167"
"AUTH01233","2025-08-05T06:43:17","svc-optimizer","mTLS","memory:rw","expired","10.22.10.246"
"AUTH01234","2025-05-07T02:42:06","analyst-ui","mTLS","campaigns:write","denied","10.130.193.125"
"AUTH01235","2025-08-10T21:38:28","svc-optimizer","OIDC","campaigns:read","success","10.247.106.187"
"AUTH01236","2025-06-18T07:02:40","svc-engagement","mTLS","campaigns:read","success","10.63.56.146"
"AUTH01237","2025-07-29T05:30:55","svc-mcp","OIDC","leads:read","expired","10.219.180.104"
"AUTH01238","2025-05-23T00:51:59","svc-mcp","OIDC","analytics:read","failure","10.3.145.20"
"AUTH01239","2025-05-28T09:14:23","analyst-ui","mTLS","leads:read","failure","10.81.47.114"
"AUTH01240","2025-07-03T13:04:18","svc-engagement","APIKey","leads:read","expired","10.234.205.8"
"AUTH01241","2025-07-06T03:53:11","analyst-ui","OIDC","analytics:read","expired","10.5.249.33"
"AUTH01242","2025-05-03T22:37:43","svc-engagement","OIDC","analytics:read","denied","10.123.73.124"
"AUTH01243","2025-07-19T14:21:20","svc-mcp","mTLS","campaigns:write","denied","10.36.25.204"
"AUTH01244","2025-07-15T21:05:44","svc-optimizer","mTLS","leads:read","denied","10.251.100.35"
"AUTH01245","2025-05-25T16:15:36","analyst-ui","APIKey","leads:read","failure","10.126.130.141"
"AUTH01246","2025-07-27T02:02:24","svc-mcp","OIDC","analytics:read","success","10.131.149.142"
"AUTH01247","2025-07-15T10:54:30","svc-engagement","APIKey","analytics:read","denied","10.219.37.112"
"AUTH01248","2025-08-10T20:52:01","svc-optimizer","APIKey","analytics:read","failure","10.85.19.7"
"AUTH01249","2025-08-05T11:29:05","svc-engagement","mTLS","campaigns:write","failure","10.107.110.170"
"AUTH01250","2025-05-29T05:49:24","analyst-ui","mTLS","memory:rw","success","10.139.183.71"
"AUTH01251","2025-05-03T09:46:51","svc-engagement","OIDC","leads:read","success","10.18.13.165"
"AUTH01252","2025-05-22T13:29:20","svc-mcp","OIDC","leads:read","denied","10.118.187.117"
"AUTH01253","2025-05-24T17:01:35","svc-engagement","OIDC","memory:rw","success","10.104.176.43"
"AUTH01254","2025-07-27T07:10:16","svc-mcp","APIKey","analytics:read","expired","10.115.98.205"
"AUTH01255","2025-08-08T17:17:50","svc-mcp","APIKey","campaigns:write","failure","10.156.29.156"
"AUTH01256","2025-05-12T12:06:48","svc-mcp","mTLS","campaigns:read","failure","10.2.112.200"
"AUTH01257","2025-06-27T14:37:17","svc-mcp","APIKey","leads:read","success","10.209.195.40"
"AUTH01258","2025-05-25T10:23:01","svc-optimizer","APIKey","memory:rw","success","10.96.60.206"
"AUTH01259","2025-05-03T12:34:45","svc-mcp","mTLS","leads:write","denied","10.169.191.233"
"AUTH01260","2025-07-28T21:24:55","analyst-ui","APIKey","leads:read","success","10.105.24.50"
"AUTH01261","2025-08-10T17:08:11","analyst-ui","APIKey","campaigns:read","failure","10.135.217.34"
"AUTH01262","2025-06-30T04:49:32","svc-engagement","APIKey","leads:read","success","10.39.88.38"
"AUTH01263","2025-06-22T11:39:24","analyst-ui","OIDC","leads:write","denied","10.177.25.50"
"AUTH01264","2025-07-19T14:04:15","svc-engagement","mTLS","analytics:read","expired","10.63.62.234"
"AUTH01265","2025-05-12T03:08:02","svc-engagement","OIDC","leads:write","denied","10.25.227.76"
"AUTH01266","2025-05-15T21:30:47","analyst-ui","APIKey","leads:read","success","10.78.64.147"
"AUTH01267","2025-08-16T00:53:27","svc-engagement","mTLS","leads:read","denied","10.8.174.81"
"AUTH01268","2025-07-04T17:50:46","svc-mcp","OIDC","campaigns:read","expired","10.255.140.189"
"AUTH01269","2025-07-11T13:01:35","svc-mcp","APIKey","analytics:read","success","10.1.84.84"
"AUTH01270","2025-06-26T13:55:01","analyst-ui","APIKey","leads:read","failure","10.242.115.25"
"AUTH01271","2025-07-24T23:06:14","svc-optimizer","mTLS","analytics:read","expired","10.164.186.37"
"AUTH01272","2025-07-05T00:52:23","svc-optimizer","OIDC","leads:write","denied","10.210.93.135"
"AUTH01273","2025-08-21T16:54:16","svc-optimizer","APIKey","memory:rw","expired","10.75.97.58"
"AUTH01274","2025-05-31T09:35:51","svc-optimizer","APIKey","leads:write","success","10.139.173.222"
"AUTH01275","2025-06-04T12:27:32","analyst-ui","mTLS","campaigns:write","success","10.236.213.65"
"AUTH01276","2025-07-15T05:17:27","analyst-ui","APIKey","campaigns:write","success","10.26.251.227"
"AUTH01277","2025-08-05T05:56:25","svc-mcp","OIDC","campaigns:write","success","10.31.197.13"
"AUTH01278","2025-07-14T18:55:17","analyst-ui","OIDC","leads:write","success","10.150.217.186"
"AUTH01279","2025-08-13T13:36:54","analyst-ui","OIDC","memory:rw","denied","10.16.36.50"
"AUTH01280","2025-07-01T16:26:37","svc-optimizer","OIDC","memory:rw","failure","10.98.194.248"
"AUTH01281","2025-05-17T17:10:45","svc-mcp","OIDC","memory:rw","failure","10.68.104.254"
"AUTH01282","2025-05-18T20:59:12","analyst-ui","OIDC","campaigns:write","expired","10.69.25.30"
"AUTH01283","2025-06-05T20:13:42","svc-optimizer","APIKey","analytics:read","denied","10.19.185.249"
"AUTH01284","2025-05-20T13:08:05","svc-mcp","mTLS","campaigns:read","failure","10.65.222.86"
"AUTH01285","2025-05-24T13:20:19","svc-optimizer","OIDC","leads:read","denied","10.128.178.70"
"AUTH01286","2025-08-19T14:25:51","svc-optimizer","mTLS","campaigns:write","success","10.218.228.226"
"AUTH01287","2025-05-05T22:39:41","analyst-ui","APIKey","leads:read","denied","10.124.223.241"
"AUTH01288","2025-07-03T04:29:42","analyst-ui","mTLS","campaigns:write","expired","10.33.127.53"
"AUTH01289","2025-05-01T19:12:53","svc-mcp","mTLS","leads:read","failure","10.13.200.144"
"AUTH01290","2025-07-23T02:03:35","svc-engagement","mTLS","leads:read","failure","10.97.155.143"
"AUTH01291","2025-08-23T15:03:43","analyst-ui","APIKey","leads:read","expired","10.97.124.246"
"AUTH01292","2025-06-17T15:02:54","analyst-ui","mTLS","analytics:read","success","10.183.135.183"
"AUTH01293","2025-06-16T17:48:06","svc-mcp","APIKey","analytics:read","denied","10.16.164.162"
"AUTH01294","2025-07-17T17:53:58","svc-mcp","OIDC","leads:write","expired","10.179.112.154"
"AUTH01295","2025-06-29T00:11:20","svc-optimizer","OIDC","leads:read","expired","10.75.150.85"
"AUTH01296","2025-07-30T04:53:20","svc-optimizer","mTLS","analytics:read","success","10.149.67.176"
"AUTH01297","2025-05-08T18:18:43","analyst-ui","mTLS","memory:rw","expired","10.70.143.151"
"AUTH01298","2025-06-21T12:01:31","svc-engagement","APIKey","leads:write","success","10.76.13.140"
"AUTH01299","2025-05-21T01:39:55","svc-optimizer","OIDC","leads:write","expired","10.85.27.10"
"AUTH01300","2025-08-06T08:41:30","svc-engagement","mTLS","campaigns:read","failure","10.185.116.173"
"AUTH01301","2025-07-16T10:43:26","svc-mcp","APIKey","leads:write","failure","10.125.116.110"
"AUTH01302","2025-08-28T14:26:51","svc-mcp","APIKey","campaigns:write","denied","10.38.179.123"
"AUTH01303","2025-06-19T02:26:04","svc-mcp","mTLS","leads:write","failure","10.243.248.121"
"AUTH01304","2025-07-28T02:58:32","svc-optimizer","OIDC","leads:write","success","10.6.192.144"
"AUTH01305","2025-07-07T21:51:38","svc-optimizer","APIKey","campaigns:write","failure","10.198.202.110"
"AUTH01306","2025-07-10T16:19:55","svc-engagement","mTLS","campaigns:read","success","10.33.162.27"
"AUTH01307","2025-06-27T05:48:33","svc-optimizer","mTLS","campaigns:read","success","10.113.186.157"
"AUTH01308","2025-05-02T19:24:28","analyst-ui","OIDC","campaigns:read","denied","10.234.32.178"
"AUTH01309","2025-07-15T08:31:41","svc-engagement","OIDC","analytics:read","success","10.205.78.28"
"AUTH01310","2025-08-22T21:50:11","svc-optimizer","OIDC","campaigns:write","expired","10.74.18.58"
"AUTH01311","2025-06-09T05:41:56","svc-engagement","mTLS","campaigns:read","success","10.239.249.220"
"AUTH01312","2025-07-06T19:34:24","svc-engagement","APIKey","leads:read","failure","10.163.40.20"
"AUTH01313","2025-06-13T17:32:54","svc-engagement","mTLS","leads:write","denied","10.64.206.190"
"AUTH01314","2025-07-04T00:49:34","svc-optimizer","APIKey","analytics:read","denied","10.20.153.63"
"AUTH01315","2025-08-01T15:25:12","analyst-ui","OIDC","campaigns:write","denied","10.75.57.30"
"AUTH01316","2025-06-01T14:38:58","svc-optimizer","mTLS","analytics:read","failure","10.4.145.182"
"AUTH01317","2025-08-25T06:06:04","svc-optimizer","APIKey","campaigns:write","denied","10.45.77.167"
"AUTH01318","2025-05-30T03:43:26","svc-mcp","APIKey","leads:write","success","10.11.30.210"
"AUTH01319","2025-08-01T13:19:48","analyst-ui","OIDC","campaigns:write","failure","10.62.197.70"
"AUTH01320","2025-07-13T09:34:52","svc-mcp","APIKey","campaigns:read","success","10.75.209.217"
"AUTH01321","2025-05-28T19:25:07","svc-engagement","APIKey","campaigns:read","denied","10.44.161.177"
"AUTH01322","2025-08-15T02:46:15","svc-optimizer","APIKey","leads:read","success","10.101.159.105"
"AUTH01323","2025-05-19T10:16:59","svc-mcp","APIKey","leads:write","success","10.192.8.22"
"AUTH01324","2025-07-05T12:40:23","svc-mcp","OIDC","campaigns:write","failure","10.55.68.225"
"AUTH01325","2025-08-02T14:30:35","analyst-ui","mTLS","memory:rw","failure","10.210.40.254"
"AUTH01326","2025-07-20T05:45:20","svc-engagement","mTLS","campaigns:write","expired","10.34.222.60"
"AUTH01327","2025-08-11T02:20:27","svc-mcp","mTLS","leads:read","denied","10.71.104.166"
"AUTH01328","2025-08-11T17:34:15","svc-optimizer","APIKey","campaigns:write","expired","10.92.137.254"
"AUTH01329","2025-08-27T12:08:23","svc-mcp","APIKey","leads:write","failure","10.255.226.100"
"AUTH01330","2025-06-27T13:14:49","svc-optimizer","APIKey","campaigns:write","denied","10.188.200.1"
"AUTH01331","2025-08-21T23:36:05","analyst-ui","OIDC","analytics:read","failure","10.118.165.17"
"AUTH01332","2025-05-17T10:46:09","svc-engagement","mTLS","leads:read","expired","10.204.73.31"
"AUTH01333","2025-05-18T09:35:45","svc-mcp","APIKey","campaigns:read","failure","10.223.115.246"
"AUTH01334","2025-07-20T06:29:24","svc-engagement","OIDC","leads:read","denied","10.217.31.5"
"AUTH01335","2025-06-19T11:53:58","svc-mcp","mTLS","campaigns:write","failure","10.215.191.155"
"AUTH01336","2025-06-12T13:05:58","svc-engagement","APIKey","leads:read","success","10.186.84.173"
"AUTH01337","2025-06-12T22:00:57","svc-optimizer","OIDC","memory:rw","failure","10.255.144.17"
"AUTH01338","2025-07-06T19:29:14","svc-optimizer","mTLS","analytics:read","failure","10.148.156.249"
"AUTH01339","2025-06-11T10:00:46","svc-mcp","mTLS","leads:read","denied","10.35.127.220"
"AUTH01340","2025-06-09T01:57:47","svc-engagement","OIDC","leads:read","success","10.57.143.211"
"AUTH01341","2025-05-20T02:57:15","analyst-ui","OIDC","memory:rw","success","10.127.18.123"
"AUTH01342","2025-08-18T15:49:11","svc-optimizer","APIKey","leads:write","failure","10.230.110.195"
"AUTH01343","2025-05-20T16:13:00","svc-mcp","mTLS","analytics:read","failure","10.166.105.224"
"AUTH01344","2025-07-03T01:26:00","analyst-ui","APIKey","campaigns:read","expired","10.137.84.126"
"AUTH01345","2025-06-18T03:54:37","svc-optimizer","APIKey","leads:write","denied","10.110.158.54"
"AUTH01346","2025-08-22T15:38:17","analyst-ui","OIDC","leads:read","denied","10.88.73.122"
"AUTH01347","2025-06-19T19:51:11","svc-optimizer","OIDC","campaigns:write","denied","10.207.131.167"
"AUTH01348","2025-06-27T10:52:20","svc-mcp","mTLS","analytics:read","expired","10.160.22.184"
"AUTH01349","2025-06-20T05:56:03","analyst-ui","APIKey","campaigns:read","denied","10.163.84.179"
"AUTH01350","2025-07-17T10:39:18","svc-mcp","OIDC","campaigns:read","expired","10.140.249.183"
"AUTH01351","2025-08-01T00:37:10","svc-mcp","OIDC","campaigns:read","success","10.207.126.18"
"AUTH01352","2025-05-10T10:02:52","analyst-ui","OIDC","memory:rw","success","10.146.230.91"
"AUTH01353","2025-08-07T06:58:36","analyst-ui","mTLS","analytics:read","denied","10.240.144.46"
"AUTH01354","2025-06-27T22:24:41","svc-engagement","mTLS","memory:rw","expired","10.217.24.21"
"AUTH01355","2025-05-07T20:19:34","svc-engagement","APIKey","analytics:read","failure","10.229.12.102"
"AUTH01356","2025-06-05T00:36:43","svc-optimizer","OIDC","leads:write","denied","10.222.226.32"
"AUTH01357","2025-08-04T13:12:24","analyst-ui","mTLS","leads:write","expired","10.224.147.9"
"AUTH01358","2025-08-22T09:34:04","svc-engagement","OIDC","memory:rw","success","10.245.64.154"
"AUTH01359","2025-06-25T20:15:54","svc-mcp","APIKey","campaigns:read","expired","10.39.146.243"
"AUTH01360","2025-07-02T09:35:38","svc-optimizer","mTLS","memory:rw","denied","10.237.64.36"
"AUTH01361","2025-07-17T18:52:19","svc-optimizer","OIDC","campaigns:read","denied","10.17.34.208"
"AUTH01362","2025-05-19T17:26:27","svc-mcp","mTLS","campaigns:read","expired","10.46.153.8"
"AUTH01363","2025-08-01T18:31:40","svc-optimizer","mTLS","campaigns:read","success","10.120.237.83"
"AUTH01364","2025-06-25T17:54:13","svc-optimizer","mTLS","analytics:read","denied","10.104.106.151"
"AUTH01365","2025-06-23T10:27:29","analyst-ui","mTLS","leads:read","failure","10.248.185.47"
"AUTH01366","2025-07-13T14:01:46","analyst-ui","APIKey","memory:rw","denied","10.156.207.139"
"AUTH01367","2025-06-02T08:59:00","svc-optimizer","OIDC","leads:write","failure","10.8.119.109"
"AUTH01368","2025-07-02T10:16:32","svc-mcp","OIDC","campaigns:write","success","10.97.8.176"
"AUTH01369","2025-08-09T02:07:26","analyst-ui","OIDC","memory:rw","denied","10.65.204.68"
"AUTH01370","2025-08-21T05:11:19","analyst-ui","APIKey","leads:read","failure","10.245.123.61"
"AUTH01371","2025-05-03T12:21:26","svc-engagement","mTLS","leads:write","expired","10.62.12.190"
"AUTH01372","2025-06-01T14:22:25","svc-engagement","mTLS","memory:rw","failure","10.195.201.157"
"AUTH01373","2025-08-21T20:53:24","svc-engagement","APIKey","leads:write","expired","10.202.238.217"
"AUTH01374","2025-05-12T01:29:11","svc-engagement","APIKey","analytics:read","denied","10.181.248.111"
"AUTH01375","2025-06-07T00:29:05","analyst-ui","mTLS","analytics:read","failure","10.117.192.70"
"AUTH01376","2025-08-03T22:24:42","svc-mcp","OIDC","analytics:read","success","10.249.193.31"
"AUTH01377","2025-06-10T02:48:28","svc-optimizer","OIDC","memory:rw","failure","10.112.80.239"
"AUTH01378","2025-06-01T21:43:26","svc-optimizer","mTLS","campaigns:write","success","10.161.31.73"
"AUTH01379","2025-07-11T11:33:59","analyst-ui","OIDC","campaigns:read","success","10.153.16.147"
"AUTH01380","2025-06-05T01:59:15","svc-mcp","mTLS","leads:read","failure","10.195.146.243"
"AUTH01381","2025-07-05T14:10:06","svc-engagement","APIKey","campaigns:write","denied","10.192.86.185"
"AUTH01382","2025-05-04T11:23:37","svc-optimizer","OIDC","campaigns:read","denied","10.152.170.58"
"AUTH01383","2025-05-12T14:47:31","svc-engagement","APIKey","campaigns:write","expired","10.86.186.134"
"AUTH01384","2025-08-23T05:38:08","svc-engagement","APIKey","leads:read","denied","10.68.252.123"
"AUTH01385","2025-07-29T06:19:08","svc-mcp","OIDC","campaigns:write","failure","10.251.121.89"
"AUTH01386","2025-06-15T21:34:59","svc-mcp","OIDC","campaigns:read","denied","10.36.218.205"
"AUTH01387","2025-08-20T06:11:00","analyst-ui","APIKey","campaigns:write","expired","10.179.153.26"
"AUTH01388","2025-05-30T14:03:01","svc-optimizer","OIDC","memory:rw","expired","10.63.65.232"
"AUTH01389","2025-08-26T03:33:01","svc-optimizer","APIKey","leads:read","success","10.108.194.244"
"AUTH01390","2025-05-07T06:29:40","svc-mcp","OIDC","leads:write","expired","10.202.15.8"
"AUTH01391","2025-07-03T00:15:04","svc-engagement","OIDC","analytics:read","denied","10.10.101.253"
"AUTH01392","2025-07-21T01:34:23","svc-mcp","APIKey","analytics:read","denied","10.107.92.23"
"AUTH01393","2025-07-08T07:15:54","svc-mcp","OIDC","analytics:read","success","10.64.13.182"
"AUTH01394","2025-05-10T09:37:13","svc-engagement","APIKey","leads:read","denied","10.15.3.152"
"AUTH01395","2025-06-28T03:25:42","svc-optimizer","APIKey","analytics:read","failure","10.111.182.83"
"AUTH01396","2025-05-04T07:24:40","svc-engagement","mTLS","campaigns:read","failure","10.98.115.21"
"AUTH01397","2025-06-01T15:45:38","svc-optimizer","OIDC","leads:write","failure","10.138.55.210"
"AUTH01398","2025-08-21T16:44:13","svc-mcp","APIKey","leads:read","expired","10.133.255.207"
"AUTH01399","2025-06-20T08:30:13","svc-optimizer","OIDC","campaigns:write","success","10.231.254.190"
"AUTH01400","2025-08-18T03:56:22","svc-optimizer","APIKey","leads:write","expired","10.82.227.172"
"AUTH01401","2025-07-11T22:46:23","analyst-ui","mTLS","leads:write","success","10.198.181.146"
"AUTH01402","2025-05-13T04:43:25","svc-engagement","OIDC","campaigns:write","expired","10.119.221.33"
"AUTH01403","2025-07-24T16:29:35","svc-mcp","OIDC","leads:read","expired","10.80.35.174"
"AUTH01404","2025-08-27T17:24:02","analyst-ui","OIDC","memory:rw","denied","10.70.49.249"
"AUTH01405","2025-08-16T08:25:55","svc-mcp","mTLS","analytics:read","failure","10.231.147.56"
"AUTH01406","2025-06-17T10:44:42","svc-engagement","APIKey","leads:read","denied","10.129.144.92"
"AUTH01407","2025-07-15T04:07:35","svc-optimizer","mTLS","analytics:read","success","10.220.98.109"
"AUTH01408","2025-07-04T14:43:02","analyst-ui","APIKey","memory:rw","failure","10.80.223.202"
"AUTH01409","2025-08-19T07:20:40","svc-mcp","OIDC","campaigns:write","success","10.198.13.188"
"AUTH01410","2025-05-30T04:00:00","svc-mcp","mTLS","memory:rw","success","10.7.111.179"
"AUTH01411","2025-05-04T02:57:58","svc-engagement","APIKey","memory:rw","failure","10.0.201.94"
"AUTH01412","2025-05-07T20:55:09","svc-optimizer","APIKey","leads:write","failure","10.71.184.82"
"AUTH01413","2025-06-10T15:00:28","svc-optimizer","mTLS","analytics:read","failure","10.93.104.242"
"AUTH01414","2025-07-03T23:14:36","analyst-ui","APIKey","leads:read","expired","10.166.142.101"
"AUTH01415","2025-06-23T17:55:16","svc-mcp","OIDC","memory:rw","expired","10.245.44.142"
"AUTH01416","2025-05-21T10:10:38","svc-engagement","APIKey","campaigns:read","expired","10.244.42.128"
"AUTH01417","2025-05-08T17:59:10","svc-mcp","mTLS","campaigns:write","denied","10.39.133.192"
"AUTH01418","2025-08-03T12:25:12","svc-mcp","OIDC","analytics:read","expired","10.148.169.193"
"AUTH01419","2025-07-17T16:14:25","svc-mcp","OIDC","campaigns:write","denied","10.88.158.34"
"AUTH01420","2025-07-10T07:17:09","svc-mcp","APIKey","campaigns:write","success","10.14.242.115"
"AUTH01421","2025-06-30T16:00:33","svc-engagement","APIKey","campaigns:write","expired","10.182.141.97"
"AUTH01422","2025-06-23T19:57:58","svc-mcp","OIDC","campaigns:read","success","10.248.137.230"
"AUTH01423","2025-05-14T13:01:45","analyst-ui","OIDC","leads:read","expired","10.162.179.54"
"AUTH01424","2025-06-07T08:02:43","analyst-ui","APIKey","analytics:read","denied","10.64.189.2"
"AUTH01425","2025-05-08T17:55:43","svc-engagement","mTLS","campaigns:write","expired","10.240.127.216"
"AUTH01426","2025-06-03T22:59:00","svc-mcp","mTLS","leads:read","success","10.47.174.107"
"AUTH01427","2025-07-03T02:33:53","svc-mcp","OIDC","leads:read","success","10.186.44.61"
"AUTH01428","2025-07-15T13:48:20","analyst-ui","APIKey","leads:write","expired","10.92.6.160"
"AUTH01429","2025-06-12T07:08:50","svc-engagement","OIDC","leads:write","success","10.128.40.121"
"AUTH01430","2025-07-13T20:03:09","svc-mcp","mTLS","campaigns:write","denied","10.250.66.61"
"AUTH01431","2025-05-07T00:55:40","analyst-ui","OIDC","memory:rw","success","10.2.166.151"
"AUTH01432","2025-07-17T20:51:33","svc-mcp","OIDC","memory:rw","success","10.26.231.96"
"AUTH01433","2025-08-14T12:36:22","svc-mcp","OIDC","leads:write","expired","10.67.180.140"
"AUTH01434","2025-05-21T10:16:16","svc-mcp","APIKey","campaigns:read","failure","10.96.27.103"
"AUTH01435","2025-08-15T15:34:14","svc-mcp","mTLS","campaigns:read","failure","10.26.114.168"
"AUTH01436","2025-06-02T03:05:34","analyst-ui","mTLS","leads:read","expired","10.205.69.205"
"AUTH01437","2025-08-03T10:51:51","svc-mcp","APIKey","analytics:read","failure","10.56.86.124"
"AUTH01438","2025-08-28T02:40:26","analyst-ui","APIKey","analytics:read","denied","10.99.224.103"
"AUTH01439","2025-07-21T21:17:26","analyst-ui","mTLS","leads:write","denied","10.156.150.154"
"AUTH01440","2025-07-11T22:39:43","svc-optimizer","APIKey","analytics:read","success","10.179.61.239"
"AUTH01441","2025-06-05T00:49:12","svc-mcp","mTLS","leads:read","expired","10.166.48.192"
"AUTH01442","2025-08-05T20:22:24","svc-mcp","APIKey","campaigns:read","failure","10.5.140.137"
"AUTH01443","2025-06-06T02:53:07","svc-mcp","APIKey","memory:rw","success","10.125.41.249"
"AUTH01444","2025-07-17T17:02:32","svc-engagement","mTLS","memory:rw","success","10.98.86.196"
"AUTH01445","2025-05-29T13:36:16","svc-mcp","APIKey","leads:write","expired","10.119.168.163"
"AUTH01446","2025-05-16T13:16:49","analyst-ui","APIKey","leads:read","denied","10.163.184.252"
"AUTH01447","2025-05-24T07:33:03","analyst-ui","APIKey","analytics:read","success","10.49.146.230"
"AUTH01448","2025-05-18T23:23:44","svc-engagement","OIDC","analytics:read","success","10.239.84.123"
"AUTH01449","2025-07-27T18:35:59","svc-optimizer","mTLS","leads:read","failure","10.2.65.121"
"AUTH01450","2025-07-26T02:44:44","svc-optimizer","APIKey","campaigns:read","expired","10.78.239.206"
"AUTH01451","2025-06-20T01:29:45","svc-optimizer","OIDC","leads:write","success","10.112.181.11"
