"campaign_id","date","impressions","clicks","ctr","leads_created","conversions","cost_usd","revenue_usd","cpl_usd","roas"
"CMP0009","2025-08-20T00:00:00","1753","50","0.0285","5","0","47.19","0.0","9.44","0.0"
"CMP0009","2025-08-21T00:00:00","1698","48","0.0283","14","2","16.43","472.87","1.17","28.78"
"CMP0009","2025-08-22T00:00:00","2692","80","0.0297","15","3","121.75","1006.63","8.12","8.27"
"CMP0009","2025-08-23T00:00:00","1548","43","0.0278","6","0","131.63","0.0","21.94","0.0"
"CMP0009","2025-08-24T00:00:00","2207","65","0.0295","12","0","219.99","0.0","18.33","0.0"
"CMP0009","2025-08-25T00:00:00","1566","46","0.0294","11","4","108.7","377.68","9.88","3.47"
"CMP0009","2025-08-26T00:00:00","2789","77","0.0276","16","4","48.99","693.38","3.06","14.15"
"CMP0010","2025-05-22T00:00:00","709","18","0.0254","4","1","41.2","292.55","10.3","7.1"
"CMP0010","2025-05-23T00:00:00","0","0","0.0","0","0","57.83","0.0","","0.0"
"CMP0010","2025-05-24T00:00:00","2244","67","0.0299","13","2","28.55","604.8","2.2","21.18"
"CMP0010","2025-05-25T00:00:00","2043","56","0.0274","5","1","67.64","137.8","13.53","2.04"
"CMP0010","2025-05-26T00:00:00","3516","110","0.0313","25","1","96.8","259.09","3.87","2.68"
"CMP0010","2025-05-27T00:00:00","1758","54","0.0307","11","3","56.86","977.38","5.17","17.19"
"CMP0010","2025-05-28T00:00:00","2837","82","0.0289","21","2","95.26","102.07","4.54","1.07"
"CMP0010","2025-05-29T00:00:00","1898","67","0.0353","9","3","73.64","1193.97","8.18","16.21"
"CMP0010","2025-05-30T00:00:00","914","20","0.0219","3","0","91.33","0.0","30.44","0.0"
"CMP0010","2025-05-31T00:00:00","2217","64","0.0289","16","2","83.99","418.77","5.25","4.99"
"CMP0010","2025-06-01T00:00:00","1230","34","0.0276","5","1","53.75","76.36","10.75","1.42"
"CMP0010","2025-06-02T00:00:00","541","20","0.037","2","1","80.98","145.47","40.49","1.8"
"CMP0010","2025-06-03T00:00:00","652","31","0.0475","6","1","104.43","254.05","17.41","2.43"
"CMP0010","2025-06-04T00:00:00","2105","68","0.0323","15","1","197.71","163.53","13.18","0.83"
"CMP0010","2025-06-05T00:00:00","536","14","0.0261","3","0","17.73","0.0","5.91","0.0"
"CMP0010","2025-06-06T00:00:00","1726","74","0.0429","18","4","57.27","607.54","3.18","10.61"
"CMP0010","2025-06-07T00:00:00","1855","58","0.0313","12","2","24.69","212.07","2.06","8.59"
"CMP0010","2025-06-08T00:00:00","2907","75","0.0258","21","3","113.2","181.47","5.39","1.6"
"CMP0010","2025-06-09T00:00:00","1179","43","0.0365","7","0","70.92","0.0","10.13","0.0"
"CMP0010","2025-06-10T00:00:00","2809","91","0.0324","16","1","142.54","140.91","8.91","0.99"
"CMP0010","2025-06-11T00:00:00","2117","72","0.034","11","2","58.53","239.76","5.32","4.1"
"CMP0010","2025-06-12T00:00:00","3015","111","0.0368","22","4","25.8","983.52","1.17","38.12"
"CMP0010","2025-06-13T00:00:00","2474","86","0.0348","17","2","45.21","788.61","2.66","17.44"
"CMP0010","2025-06-14T00:00:00","3697","108","0.0292","16","2","47.64","740.56","2.98","15.54"
"CMP0010","2025-06-15T00:00:00","1946","59","0.0303","9","3","68.46","1120.09","7.61","16.36"
"CMP0010","2025-06-16T00:00:00","1045","32","0.0306","5","1","37.44","165.98","7.49","4.43"
"CMP0010","2025-06-17T00:00:00","1349","46","0.0341","13","2","79.74","197.27","6.13","2.47"
"CMP0010","2025-06-18T00:00:00","2295","51","0.0222","10","3","149.12","1063.92","14.91","7.13"
"CMP0010","2025-06-19T00:00:00","1331","33","0.0248","6","1","56.05","71.09","9.34","1.27"
"CMP0010","2025-06-20T00:00:00","604","15","0.0248","2","0","83.78","0.0","41.89","0.0"
"CMP0010","2025-06-21T00:00:00","2658","68","0.0256","8","1","41.57","261.32","5.2","6.29"
"CMP0010","2025-06-22T00:00:00","2937","95","0.0323","16","3","47.59","162.94","2.97","3.42"
"CMP0010","2025-06-23T00:00:00","1800","35","0.0194","10","0","10.43","0.0","1.04","0.0"
"CMP0010","2025-06-24T00:00:00","1476","57","0.0386","7","1","99.86","109.69","14.27","1.1"
"CMP0010","2025-06-25T00:00:00","3192","94","0.0294","16","5","3.5","278.26","0.22","79.5"
"CMP0010","2025-06-26T00:00:00","3662","106","0.0289","17","3","11.83","1016.47","0.7","85.92"
"CMP0010","2025-06-27T00:00:00","2403","74","0.0308","10","2","76.1","379.65","7.61","4.99"
"CMP0011","2025-07-12T00:00:00","2425","73","0.0301","12","2","57.47","723.39","4.79","12.59"
"CMP0011","2025-07-13T00:00:00","1367","36","0.0263","9","1","29.78","292.65","3.31","9.83"
"CMP0011","2025-07-14T00:00:00","2907","99","0.0341","13","1","73.06","96.04","5.62","1.31"
"CMP0011","2025-07-15T00:00:00","1395","48","0.0344","11","2","47.06","661.95","4.28","14.07"
"CMP0011","2025-07-16T00:00:00","2425","87","0.0359","22","2","34.21","252.43","1.55","7.38"
"CMP0011","2025-07-17T00:00:00","2684","63","0.0235","12","4","89.97","1137.61","7.5","12.64"
"CMP0011","2025-07-18T00:00:00","1590","42","0.0264","4","0","273.59","0.0","68.4","0.0"
"CMP0011","2025-07-19T00:00:00","3544","115","0.0324","13","2","50.83","591.71","3.91","11.64"
"CMP0011","2025-07-20T00:00:00","2388","71","0.0297","13","2","24.97","540.83","1.92","21.66"
"CMP0011","2025-07-21T00:00:00","658","26","0.0395","9","3","51.66","667.39","5.74","12.92"
"CMP0011","2025-07-22T00:00:00","2020","52","0.0257","11","1","55.72","256.87","5.07","4.61"
"CMP0011","2025-07-23T00:00:00","2124","62","0.0292","12","3","87.12","957.01","7.26","10.98"
"CMP0011","2025-07-24T00:00:00","425","13","0.0306","3","0","36.08","0.0","12.03","0.0"
"CMP0011","2025-07-25T00:00:00","1366","38","0.0278","7","3","68.08","1155.2","9.73","16.97"
"CMP0011","2025-07-26T00:00:00","694","18","0.0259","7","1","118.51","181.26","16.93","1.53"
"CMP0011","2025-07-27T00:00:00","2474","71","0.0287","10","3","39.09","1194.64","3.91","30.56"
"CMP0011","2025-07-28T00:00:00","2046","73","0.0357","12","2","72.54","304.18","6.05","4.19"
"CMP0011","2025-07-29T00:00:00","1253","31","0.0247","10","1","27.26","320.21","2.73","11.75"
"CMP0011","2025-07-30T00:00:00","3009","74","0.0246","21","4","163.04","1306.24","7.76","8.01"
"CMP0011","2025-07-31T00:00:00","2348","83","0.0353","21","1","133.51","251.45","6.36","1.88"
"CMP0011","2025-08-01T00:00:00","1654","58","0.0351","12","1","37.97","86.96","3.16","2.29"
"CMP0011","2025-08-02T00:00:00","2776","81","0.0292","16","3","107.01","1058.14","6.69","9.89"
"CMP0011","2025-08-03T00:00:00","1627","41","0.0252","6","0","142.02","0.0","23.67","0.0"
"CMP0011","2025-08-04T00:00:00","3059","94","0.0307","22","4","115.46","895.68","5.25","7.76"
"CMP0011","2025-08-05T00:00:00","1103","35","0.0317","6","3","89.18","197.92","14.86","2.22"
"CMP0011","2025-08-06T00:00:00","2528","77","0.0305","20","4","211.92","1399.24","10.6","6.6"
"CMP0011","2025-08-07T00:00:00","1774","45","0.0254","10","1","21.27","182.3","2.13","8.57"
"CMP0011","2025-08-08T00:00:00","219","5","0.0228","1","0","277.31","0.0","277.31","0.0"
"CMP0011","2025-08-09T00:00:00","2450","79","0.0322","10","0","29.26","0.0","2.93","0.0"
"CMP0011","2025-08-10T00:00:00","1606","52","0.0324","8","0","14.37","0.0","1.8","0.0"
"CMP0011","2025-08-11T00:00:00","869","24","0.0276","2","0","33.41","0.0","16.7","0.0"
"CMP0011","2025-08-12T00:00:00","2665","87","0.0326","20","2","34.88","517.04","1.74","14.82"
"CMP0011","2025-08-13T00:00:00","1294","36","0.0278","11","3","26.56","311.33","2.41","11.72"
"CMP0011","2025-08-14T00:00:00","1284","31","0.0241","4","0","255.17","0.0","63.79","0.0"
"CMP0011","2025-08-15T00:00:00","2245","76","0.0339","15","3","92.3","184.65","6.15","2.0"
"CMP0011","2025-08-16T00:00:00","1591","48","0.0302","13","2","188.5","707.63","14.5","3.75"
"CMP0011","2025-08-17T00:00:00","3220","101","0.0314","13","4","34.01","210.98","2.62","6.2"
"CMP0011","2025-08-18T00:00:00","1727","37","0.0214","6","0","52.77","0.0","8.79","0.0"
"CMP0011","2025-08-19T00:00:00","3178","101","0.0318","20","7","95.01","2614.65","4.75","27.52"
"CMP0011","2025-08-20T00:00:00","2288","64","0.028","14","2","111.68","507.69","7.98","4.55"
"CMP0011","2025-08-21T00:00:00","2397","70","0.0292","9","0","116.19","0.0","12.91","0.0"
"CMP0011","2025-08-22T00:00:00","2863","86","0.03","14","2","197.58","279.8","14.11","1.42"
"CMP0011","2025-08-23T00:00:00","2275","66","0.029","8","0","75.57","0.0","9.45","0.0"
"CMP0011","2025-08-24T00:00:00","1342","42","0.0313","9","1","32.19","289.5","3.58","8.99"
"CMP0011","2025-08-25T00:00:00","1679","46","0.0274","10","0","131.1","0.0","13.11","0.0"
"CMP0012","2025-05-16T00:00:00","1714","54","0.0315","12","0","45.88","0.0","3.82","0.0"
"CMP0012","2025-05-17T00:00:00","2184","71","0.0325","16","2","41.7","170.6","2.61","4.09"
"CMP0012","2025-05-18T00:00:00","887","26","0.0293","5","1","54.86","216.31","10.97","3.94"
"CMP0012","2025-05-19T00:00:00","1571","53","0.0337","8","2","44.53","552.17","5.57","12.4"
"CMP0012","2025-05-20T00:00:00","1653","56","0.0339","12","2","101.04","657.82","8.42","6.51"
"CMP0012","2025-05-21T00:00:00","1172","40","0.0341","9","1","28.3","362.18","3.14","12.8"
"CMP0012","2025-05-22T00:00:00","2284","59","0.0258","12","2","45.71","793.57","3.81","17.36"
"CMP0012","2025-05-23T00:00:00","2811","83","0.0295","22","6","41.29","967.39","1.88","23.43"
"CMP0012","2025-05-24T00:00:00","1508","44","0.0292","9","1","172.28","366.68","19.14","2.13"
"CMP0012","2025-05-25T00:00:00","1636","35","0.0214","8","2","105.82","426.27","13.23","4.03"
"CMP0012","2025-05-26T00:00:00","0","0","0.0","0","0","23.8","0.0","","0.0"
"CMP0012","2025-05-27T00:00:00","2966","74","0.0249","13","1","75.84","341.89","5.83","4.51"
"CMP0012","2025-05-28T00:00:00","2131","62","0.0291","11","4","33.67","1076.71","3.06","31.98"
"CMP0012","2025-05-29T00:00:00","411","16","0.0389","3","1","97.9","268.11","32.63","2.74"
"CMP0012","2025-05-30T00:00:00","1831","64","0.035","10","1","28.83","158.58","2.88","5.5"
"CMP0012","2025-05-31T00:00:00","3418","108","0.0316","27","3","31.94","730.85","1.18","22.88"
"CMP0012","2025-06-01T00:00:00","399","16","0.0401","5","1","10.15","79.15","2.03","7.8"
"CMP0012","2025-06-02T00:00:00","2420","58","0.024","8","1","27.38","235.79","3.42","8.61"
"CMP0012","2025-06-03T00:00:00","314","6","0.0191","2","0","78.86","0.0","39.43","0.0"
"CMP0012","2025-06-04T00:00:00","1298","40","0.0308","8","2","80.38","581.2","10.05","7.23"
"CMP0012","2025-06-05T00:00:00","2016","69","0.0342","16","1","36.96","181.87","2.31","4.92"
"CMP0012","2025-06-06T00:00:00","1769","54","0.0305","7","0","285.24","0.0","40.75","0.0"
"CMP0012","2025-06-07T00:00:00","951","33","0.0347","6","1","21.5","145.28","3.58","6.76"
"CMP0012","2025-06-08T00:00:00","1278","34","0.0266","8","2","19.87","571.53","2.48","28.76"
"CMP0013","2025-06-30T00:00:00","3051","104","0.0341","17","4","37.84","616.04","2.23","16.28"
"CMP0013","2025-07-01T00:00:00","1297","36","0.0278","7","1","97.83","277.43","13.98","2.84"
"CMP0013","2025-07-02T00:00:00","1742","50","0.0287","8","2","72.86","382.31","9.11","5.25"
"CMP0013","2025-07-03T00:00:00","1556","48","0.0308","9","3","64.19","896.32","7.13","13.96"
"CMP0013","2025-07-04T00:00:00","1698","60","0.0353","15","3","41.57","590.71","2.77","14.21"
"CMP0013","2025-07-05T00:00:00","1927","53","0.0275","3","1","31.4","296.13","10.47","9.43"
"CMP0013","2025-07-06T00:00:00","2697","73","0.0271","13","1","37.44","198.03","2.88","5.29"
"CMP0013","2025-07-07T00:00:00","2222","54","0.0243","4","0","110.86","0.0","27.71","0.0"
"CMP0013","2025-07-08T00:00:00","2262","64","0.0283","14","0","116.02","0.0","8.29","0.0"
"CMP0013","2025-07-09T00:00:00","1061","29","0.0273","6","0","15.97","0.0","2.66","0.0"
"CMP0013","2025-07-10T00:00:00","2328","77","0.0331","12","1","42.28","190.91","3.52","4.52"
"CMP0013","2025-07-11T00:00:00","215","6","0.0279","0","0","70.14","0.0","","0.0"
"CMP0013","2025-07-12T00:00:00","2712","67","0.0247","14","3","46.52","885.85","3.32","19.04"
"CMP0013","2025-07-13T00:00:00","1440","41","0.0285","8","3","44.61","1051.27","5.58","23.57"
"CMP0013","2025-07-14T00:00:00","2518","72","0.0286","14","1","24.17","285.68","1.73","11.82"
"CMP0013","2025-07-15T00:00:00","1961","59","0.0301","12","2","78.08","180.94","6.51","2.32"
"CMP0013","2025-07-16T00:00:00","1344","40","0.0298","5","0","75.72","0.0","15.14","0.0"
"CMP0013","2025-07-17T00:00:00","1570","46","0.0293","11","2","68.57","208.05","6.23","3.03"
"CMP0013","2025-07-18T00:00:00","2266","70","0.0309","15","2","134.23","763.84","8.95","5.69"
"CMP0013","2025-07-19T00:00:00","2857","76","0.0266","24","3","144.22","1197.79","6.01","8.31"
"CMP0013","2025-07-20T00:00:00","1719","47","0.0273","11","2","19.46","413.88","1.77","21.27"
"CMP0013","2025-07-21T00:00:00","1904","55","0.0289","14","1","39.56","82.84","2.83","2.09"
"CMP0013","2025-07-22T00:00:00","2150","55","0.0256","11","2","5.99","383.17","0.54","63.97"
"CMP0013","2025-07-23T00:00:00","2096","61","0.0291","15","1","117.43","241.84","7.83","2.06"
"CMP0013","2025-07-24T00:00:00","1209","40","0.0331","4","1","107.0","115.22","26.75","1.08"
"CMP0013","2025-07-25T00:00:00","2085","63","0.0302","10","3","131.12","1099.76","13.11","8.39"
"CMP0013","2025-07-26T00:00:00","1201","34","0.0283","7","1","56.06","357.82","8.01","6.38"
"CMP0013","2025-07-27T00:00:00","2197","61","0.0278","14","1","38.11","187.4","2.72","4.92"
"CMP0013","2025-07-28T00:00:00","1012","39","0.0385","7","0","67.31","0.0","9.62","0.0"
"CMP0013","2025-07-29T00:00:00","1740","50","0.0287","8","1","149.02","60.78","18.63","0.41"
"CMP0013","2025-07-30T00:00:00","2440","66","0.027","10","0","12.64","0.0","1.26","0.0"
"CMP0013","2025-07-31T00:00:00","1725","51","0.0296","11","0","38.72","0.0","3.52","0.0"
"CMP0013","2025-08-01T00:00:00","2893","78","0.027","19","2","89.85","321.41","4.73","3.58"
"CMP0013","2025-08-02T00:00:00","2105","59","0.028","12","1","55.02","232.23","4.58","4.22"
"CMP0013","2025-08-03T00:00:00","3592","106","0.0295","21","1","57.35","101.12","2.73","1.76"
"CMP0013","2025-08-04T00:00:00","1044","31","0.0297","10","2","93.22","259.26","9.32","2.78"
"CMP0013","2025-08-05T00:00:00","1405","47","0.0335","8","1","92.72","219.44","11.59","2.37"
"CMP0013","2025-08-06T00:00:00","2860","75","0.0262","11","3","81.03","280.1","7.37","3.46"
"CMP0013","2025-08-07T00:00:00","2575","77","0.0299","16","7","57.8","1954.92","3.61","33.82"
"CMP0013","2025-08-08T00:00:00","4513","134","0.0297","29","1","32.25","394.82","1.11","12.24"
"CMP0013","2025-08-09T00:00:00","1116","28","0.0251","8","1","18.14","137.43","2.27","7.58"
"CMP0013","2025-08-10T00:00:00","557","7","0.0126","0","0","19.15","0.0","","0.0"
"CMP0013","2025-08-11T00:00:00","1993","62","0.0311","17","3","119.39","752.49","7.02","6.3"
"CMP0013","2025-08-12T00:00:00","2025","55","0.0272","11","1","148.04","186.02","13.46","1.26"
"CMP0013","2025-08-13T00:00:00","145","4","0.0276","2","0","84.89","0.0","42.45","0.0"
"CMP0013","2025-08-14T00:00:00","822","17","0.0207","7","2","54.57","192.5","7.8","3.53"
"CMP0013","2025-08-15T00:00:00","1963","53","0.027","13","0","10.54","0.0","0.81","0.0"
"CMP0014","2025-05-14T00:00:00","2767","95","0.0343","20","4","26.98","464.05","1.35","17.2"
"CMP0014","2025-05-15T00:00:00","2603","81","0.0311","17","2","27.54","519.21","1.62","18.85"
"CMP0014","2025-05-16T00:00:00","2921","86","0.0294","20","4","116.56","1229.9","5.83","10.55"
"CMP0014","2025-05-17T00:00:00","3713","115","0.031","15","3","44.49","710.38","2.97","15.97"
"CMP0014","2025-05-18T00:00:00","2134","70","0.0328","16","1","94.54","248.58","5.91","2.63"
"CMP0014","2025-05-19T00:00:00","2564","68","0.0265","13","2","45.92","544.09","3.53","11.85"
"CMP0014","2025-05-20T00:00:00","538","13","0.0242","2","0","48.13","0.0","24.07","0.0"
"CMP0014","2025-05-21T00:00:00","2204","62","0.0281","11","1","71.03","380.82","6.46","5.36"
"CMP0014","2025-05-22T00:00:00","2247","84","0.0374","21","2","9.0","322.32","0.43","35.81"
"CMP0014","2025-05-23T00:00:00","2352","76","0.0323","11","4","37.41","495.12","3.4","13.23"
"CMP0014","2025-05-24T00:00:00","1811","52","0.0287","7","0","112.96","0.0","16.14","0.0"
"CMP0014","2025-05-25T00:00:00","3203","93","0.029","15","1","24.43","247.74","1.63","10.14"
"CMP0014","2025-05-26T00:00:00","2473","70","0.0283","14","4","63.2","674.8","4.51","10.68"
"CMP0014","2025-05-27T00:00:00","2797","88","0.0315","14","2","5.59","293.59","0.4","52.52"
"CMP0014","2025-05-28T00:00:00","2098","51","0.0243","12","3","83.81","268.41","6.98","3.2"
"CMP0014","2025-05-29T00:00:00","2927","89","0.0304","15","4","89.76","489.09","5.98","5.45"
"CMP0014","2025-05-30T00:00:00","704","24","0.0341","6","1","285.52","100.65","47.59","0.35"
"CMP0014","2025-05-31T00:00:00","2636","59","0.0224","16","3","59.64","407.93","3.73","6.84"
"CMP0014","2025-06-01T00:00:00","3536","110","0.0311","23","2","91.12","499.68","3.96","5.48"
"CMP0014","2025-06-02T00:00:00","655","25","0.0382","5","0","32.16","0.0","6.43","0.0"
"CMP0015","2025-07-31T00:00:00","1971","70","0.0355","13","1","152.61","236.67","11.74","1.55"
"CMP0015","2025-08-01T00:00:00","2436","72","0.0296","24","3","12.66","840.6","0.53","66.4"
"CMP0015","2025-08-02T00:00:00","1114","39","0.035","7","0","60.45","0.0","8.64","0.0"
"CMP0015","2025-08-03T00:00:00","1782","44","0.0247","12","0","108.12","0.0","9.01","0.0"
"CMP0015","2025-08-04T00:00:00","3216","98","0.0305","30","6","33.3","366.91","1.11","11.02"
"CMP0015","2025-08-05T00:00:00","1260","25","0.0198","8","0","23.7","0.0","2.96","0.0"
"CMP0015","2025-08-06T00:00:00","3227","99","0.0307","10","1","64.86","127.6","6.49","1.97"
"CMP0015","2025-08-07T00:00:00","2793","76","0.0272","17","2","69.82","440.23","4.11","6.31"
"CMP0015","2025-08-08T00:00:00","3139","75","0.0239","12","3","25.62","256.05","2.14","9.99"
"CMP0015","2025-08-09T00:00:00","2271","76","0.0335","13","1","75.23","335.11","5.79","4.45"
"CMP0015","2025-08-10T00:00:00","1140","33","0.0289","5","1","24.07","330.63","4.81","13.74"
"CMP0015","2025-08-11T00:00:00","2784","79","0.0284","12","1","7.27","235.7","0.61","32.42"
"CMP0015","2025-08-12T00:00:00","1553","49","0.0316","8","1","83.99","373.41","10.5","4.45"
"CMP0015","2025-08-13T00:00:00","2246","58","0.0258","16","4","57.15","937.78","3.57","16.41"
"CMP0016","2025-05-12T00:00:00","941","27","0.0287","4","2","37.32","653.73","9.33","17.52"
"CMP0016","2025-05-13T00:00:00","1542","54","0.035","10","1","101.46","150.86","10.15","1.49"
"CMP0016","2025-05-14T00:00:00","2271","70","0.0308","13","2","130.18","708.64","10.01","5.44"
"CMP0016","2025-05-15T00:00:00","3065","70","0.0228","17","5","103.35","1774.17","6.08","17.17"
"CMP0016","2025-05-16T00:00:00","1965","52","0.0265","11","1","80.87","101.4","7.35","1.25"
"CMP0016","2025-05-17T00:00:00","2360","83","0.0352","23","7","194.07","1514.05","8.44","7.8"
"CMP0016","2025-05-18T00:00:00","925","21","0.0227","2","0","182.81","0.0","91.41","0.0"
"CMP0016","2025-05-19T00:00:00","1272","37","0.0291","9","2","19.66","140.41","2.18","7.14"
"CMP0016","2025-05-20T00:00:00","2911","89","0.0306","16","3","56.08","928.43","3.5","16.56"
"CMP0016","2025-05-21T00:00:00","1937","72","0.0372","17","1","5.37","398.99","0.32","74.3"
"CMP0016","2025-05-22T00:00:00","1405","42","0.0299","15","3","93.58","680.78","6.24","7.27"
"CMP0016","2025-05-23T00:00:00","930","22","0.0237","5","2","33.14","738.01","6.63","22.27"
"CMP0016","2025-05-24T00:00:00","1678","43","0.0256","7","0","64.16","0.0","9.17","0.0"
"CMP0016","2025-05-25T00:00:00","2196","75","0.0342","10","0","231.08","0.0","23.11","0.0"
"CMP0016","2025-05-26T00:00:00","2197","57","0.0259","8","3","76.69","942.14","9.59","12.29"
"CMP0016","2025-05-27T00:00:00","3097","88","0.0284","17","2","9.26","423.32","0.54","45.71"
"CMP0016","2025-05-28T00:00:00","2265","75","0.0331","17","2","19.36","693.16","1.14","35.8"
"CMP0016","2025-05-29T00:00:00","2143","70","0.0327","15","1","65.87","216.74","4.39","3.29"
"CMP0016","2025-05-30T00:00:00","1355","45","0.0332","10","4","54.22","840.51","5.42","15.5"
"CMP0016","2025-05-31T00:00:00","1537","38","0.0247","11","4","109.02","1160.17","9.91","10.64"
"CMP0016","2025-06-01T00:00:00","2314","69","0.0298","9","2","53.0","778.23","5.89","14.68"
"CMP0016","2025-06-02T00:00:00","2148","60","0.0279","13","2","4.83","145.69","0.37","30.16"
"CMP0016","2025-06-03T00:00:00","3160","87","0.0275","21","5","61.28","913.17","2.92","14.9"
"CMP0016","2025-06-04T00:00:00","920","34","0.037","4","1","9.32","140.8","2.33","15.11"
"CMP0016","2025-06-05T00:00:00","1416","37","0.0261","6","0","84.27","0.0","14.04","0.0"
"CMP0016","2025-06-06T00:00:00","3099","95","0.0307","16","2","15.27","167.04","0.95","10.94"
"CMP0016","2025-06-07T00:00:00","1844","57","0.0309","11","1","184.96","264.21","16.81","1.43"
"CMP0016","2025-06-08T00:00:00","3287","98","0.0298","18","3","42.62","416.03","2.37","9.76"
"CMP0016","2025-06-09T00:00:00","2505","70","0.0279","12","2","87.45","558.62","7.29","6.39"
"CMP0016","2025-06-10T00:00:00","2790","79","0.0283","16","4","16.07","358.21","1.0","22.29"
"CMP0016","2025-06-11T00:00:00","2410","68","0.0282","13","2","48.77","150.56","3.75","3.09"
"CMP0016","2025-06-12T00:00:00","564","23","0.0408","3","0","49.67","0.0","16.56","0.0"
"CMP0016","2025-06-13T00:00:00","1567","50","0.0319","11","2","63.98","688.26","5.82","10.76"
"CMP0016","2025-06-14T00:00:00","3998","126","0.0315","27","4","33.06","300.43","1.22","9.09"
"CMP0016","2025-06-15T00:00:00","2467","63","0.0255","15","1","98.45","159.8","6.56","1.62"
"CMP0016","2025-06-16T00:00:00","3016","81","0.0269","13","2","15.59","558.73","1.2","35.84"
"CMP0016","2025-06-17T00:00:00","589","14","0.0238","3","0","60.29","0.0","20.1","0.0"
"CMP0016","2025-06-18T00:00:00","2520","61","0.0242","13","2","123.04","668.12","9.46","5.43"
"CMP0016","2025-06-19T00:00:00","1715","49","0.0286","8","4","52.85","982.0","6.61","18.58"
"CMP0016","2025-06-20T00:00:00","3016","91","0.0302","15","3","29.55","301.82","1.97","10.21"
"CMP0016","2025-06-21T00:00:00","2372","81","0.0341","17","1","98.5","296.74","5.79","3.01"
"CMP0016","2025-06-22T00:00:00","1657","43","0.026","9","2","63.39","159.1","7.04","2.51"
"CMP0016","2025-06-23T00:00:00","1973","64","0.0324","12","1","63.56","94.39","5.3","1.49"
"CMP0016","2025-06-24T00:00:00","2107","64","0.0304","15","4","97.56","312.48","6.5","3.2"
"CMP0016","2025-06-25T00:00:00","1689","51","0.0302","9","1","37.3","344.1","4.14","9.23"
"CMP0016","2025-06-26T00:00:00","3921","134","0.0342","20","3","67.42","154.37","3.37","2.29"
"CMP0016","2025-06-27T00:00:00","2443","64","0.0262","14","1","68.37","319.97","4.88","4.68"
"CMP0016","2025-06-28T00:00:00","1538","46","0.0299","8","2","13.21","416.9","1.65","31.56"
"CMP0016","2025-06-29T00:00:00","1566","37","0.0236","11","2","30.14","381.31","2.74","12.65"
"CMP0016","2025-06-30T00:00:00","3346","102","0.0305","29","4","63.13","1161.91","2.18","18.41"
"CMP0016","2025-07-01T00:00:00","3304","92","0.0278","21","2","43.09","453.29","2.05","10.52"
"CMP0016","2025-07-02T00:00:00","2652","72","0.0271","17","5","157.51","1245.64","9.27","7.91"
"CMP0016","2025-07-03T00:00:00","2304","70","0.0304","10","5","50.85","1627.7","5.08","32.01"
"CMP0016","2025-07-04T00:00:00","1866","57","0.0305","8","0","55.49","0.0","6.94","0.0"
"CMP0016","2025-07-05T00:00:00","2043","74","0.0362","20","2","79.58","185.77","3.98","2.33"
"CMP0016","2025-07-06T00:00:00","1590","54","0.034","10","2","102.21","485.13","10.22","4.75"
"CMP0016","2025-07-07T00:00:00","988","24","0.0243","1","0","91.53","0.0","91.53","0.0"
"CMP0016","2025-07-08T00:00:00","2838","82","0.0289","20","3","24.62","618.06","1.23","25.1"
"CMP0016","2025-07-09T00:00:00","2140","46","0.0215","9","1","35.56","268.15","3.95","7.54"
"CMP0016","2025-07-10T00:00:00","1472","41","0.0279","8","1","101.69","278.73","12.71","2.74"
"CMP0016","2025-07-11T00:00:00","1670","44","0.0263","7","1","72.15","199.52","10.31","2.77"
"CMP0016","2025-07-12T00:00:00","1571","46","0.0293","10","1","57.64","84.53","5.76","1.47"
"CMP0016","2025-07-13T00:00:00","2417","80","0.0331","7","0","142.67","0.0","20.38","0.0"
"CMP0016","2025-07-14T00:00:00","2563","95","0.0371","18","0","8.96","0.0","0.5","0.0"
"CMP0016","2025-07-15T00:00:00","1230","42","0.0341","11","2","145.09","205.3","13.19","1.41"
"CMP0016","2025-07-16T00:00:00","2102","61","0.029","10","1","150.21","261.91","15.02","1.74"
"CMP0016","2025-07-17T00:00:00","3214","95","0.0296","17","3","49.95","155.24","2.94","3.11"
"CMP0016","2025-07-18T00:00:00","1921","56","0.0292","15","3","136.54","745.81","9.1","5.46"
"CMP0016","2025-07-19T00:00:00","2024","56","0.0277","12","1","48.26","201.24","4.02","4.17"
"CMP0016","2025-07-20T00:00:00","3517","83","0.0236","17","4","59.79","296.11","3.52","4.95"
"CMP0016","2025-07-21T00:00:00","2006","53","0.0264","5","1","9.87","83.26","1.97","8.44"
"CMP0016","2025-07-22T00:00:00","1183","42","0.0355","10","3","20.31","364.79","2.03","17.96"
"CMP0016","2025-07-23T00:00:00","1526","47","0.0308","11","0","128.23","0.0","11.66","0.0"
"CMP0016","2025-07-24T00:00:00","3172","88","0.0277","16","3","2.03","655.35","0.13","322.83"
"CMP0016","2025-07-25T00:00:00","1332","41","0.0308","9","1","92.36","290.44","10.26","3.14"
"CMP0016","2025-07-26T00:00:00","1408","41","0.0291","15","2","79.46","774.36","5.3","9.75"
"CMP0016","2025-07-27T00:00:00","2643","78","0.0295","14","2","60.63","613.2","4.33","10.11"
"CMP0016","2025-07-28T00:00:00","796","21","0.0264","3","0","137.19","0.0","45.73","0.0"
"CMP0016","2025-07-29T00:00:00","1741","38","0.0218","8","0","134.17","0.0","16.77","0.0"
"CMP0016","2025-07-30T00:00:00","2447","77","0.0315","18","1","128.82","210.7","7.16","1.64"
