"rpc_id","timestamp","transport","method","params_bytes","duration_ms","status_code","source_agent_type","target_resource"
"RPC002047","2025-06-20T01:16:12","WebSocket","fetchMemory","4677","828","400","Engagement","db://interactions"
"RPC002048","2025-08-14T02:32:49","HTTP","searchGraph","3941","1259","401","Optimizer","db://leads"
"RPC002049","2025-08-26T17:15:18","HTTP","getLead","894","274","400","LeadTriage","db://interactions"
"RPC002050","2025-07-31T11:28:23","HTTP","consolidateMemory","4359","1226","401","Optimizer","kg://graph"
"RPC002051","2025-05-06T18:07:36","WebSocket","storeMemory","1930","595","403","Optimizer","analytics://events"
"RPC002052","2025-05-07T01:43:49","HTTP","recommendAction","2618","775","403","Optimizer","db://interactions"
"RPC002053","2025-07-12T14:41:59","HTTP","searchGraph","4196","1053","200","LeadTriage","analytics://events"
"RPC002054","2025-05-15T09:09:19","HTTP","optimizeCampaign","1267","767","200","LeadTriage","db://interactions"
"RPC002055","2025-08-12T07:16:43","HTTP","searchGraph","1026","371","403","LeadTriage","db://leads"
"RPC002056","2025-05-09T02:52:18","HTTP","storeMemory","4378","982","400","Engagement","db://interactions"
"RPC002057","2025-06-05T23:47:24","WebSocket","trackEvent","431","567","400","Optimizer","analytics://events"
"RPC002058","2025-07-03T03:13:25","WebSocket","getLead","1212","1405","500","Optimizer","analytics://events"
"RPC002059","2025-05-02T15:37:21","WebSocket","getLead","594","47","200","Engagement","kg://graph"
"RPC002060","2025-06-28T22:20:11","WebSocket","consolidateMemory","4961","771","500","Engagement","db://leads"
"RPC002061","2025-06-12T09:34:57","WebSocket","storeMemory","4008","664","200","Optimizer","analytics://events"
"RPC002062","2025-08-04T11:35:38","WebSocket","fetchMemory","4493","397","400","Optimizer","analytics://events"
"RPC002063","2025-06-19T07:39:11","WebSocket","searchGraph","2895","54","200","Optimizer","analytics://events"
"RPC002064","2025-07-15T08:27:41","WebSocket","recommendAction","2116","1104","200","LeadTriage","cache://memory"
"RPC002065","2025-06-03T02:27:11","HTTP","updateLead","4425","879","401","Optimizer","db://leads"
"RPC002066","2025-08-07T14:56:11","WebSocket","consolidateMemory","281","1489","200","Engagement","db://interactions"
"RPC002067","2025-05-24T13:35:12","HTTP","recommendAction","4667","1478","401","Engagement","db://interactions"
"RPC002068","2025-06-27T12:47:26","WebSocket","storeMemory","3640","1043","400","Engagement","db://leads"
"RPC002069","2025-05-06T12:04:20","HTTP","optimizeCampaign","2224","317","200","Engagement","db://interactions"
"RPC002070","2025-05-27T18:08:22","HTTP","getLead","3852","686","200","LeadTriage","db://interactions"
"RPC002071","2025-05-14T12:53:25","WebSocket","recommendAction","527","1112","400","Engagement","db://interactions"
"RPC002072","2025-07-11T08:15:58","HTTP","recommendAction","4538","685","500","LeadTriage","db://interactions"
"RPC002073","2025-05-24T23:09:27","HTTP","searchGraph","3618","1485","403","Engagement","analytics://events"
"RPC002074","2025-07-03T02:28:50","HTTP","searchGraph","3357","1343","200","Optimizer","analytics://events"
"RPC002075","2025-06-30T04:09:56","HTTP","getLead","382","587","200","Optimizer","cache://memory"
"RPC002076","2025-06-07T13:50:21","HTTP","trackEvent","965","1391","200","Engagement","kg://graph"
"RPC002077","2025-06-13T18:34:02","HTTP","optimizeCampaign","1570","1406","200","Optimizer","cache://memory"
"RPC002078","2025-06-05T06:14:59","WebSocket","optimizeCampaign","793","1167","401","Engagement","db://leads"
"RPC002079","2025-06-01T00:19:54","WebSocket","optimizeCampaign","1534","1095","200","Engagement","db://leads"
"RPC002080","2025-06-11T10:35:39","WebSocket","recommendAction","466","1213","403","Optimizer","db://leads"
"RPC002081","2025-05-23T18:14:11","WebSocket","consolidateMemory","3868","906","500","LeadTriage","kg://graph"
"RPC002082","2025-08-21T05:29:55","WebSocket","trackEvent","1301","1329","200","LeadTriage","analytics://events"
"RPC002083","2025-08-18T11:45:36","WebSocket","searchGraph","4442","107","200","Engagement","cache://memory"
"RPC002084","2025-06-21T14:21:08","HTTP","fetchMemory","4416","332","400","LeadTriage","db://interactions"
"RPC002085","2025-05-05T08:20:30","WebSocket","recommendAction","2517","1282","500","Engagement","db://interactions"
"RPC002086","2025-07-05T10:17:42","HTTP","getLead","3852","823","200","Optimizer","cache://memory"
"RPC002087","2025-08-12T20:23:07","WebSocket","updateLead","728","189","403","Optimizer","db://leads"
"RPC002088","2025-07-01T22:52:35","HTTP","getLead","4716","908","401","Optimizer","analytics://events"
"RPC002089","2025-07-29T05:01:06","WebSocket","trackEvent","4652","927","500","Optimizer","cache://memory"
"RPC002090","2025-08-10T06:04:24","WebSocket","fetchMemory","1175","1475","200","LeadTriage","cache://memory"
"RPC002091","2025-07-16T01:17:02","WebSocket","optimizeCampaign","916","1301","403","Optimizer","kg://graph"
"RPC002092","2025-07-26T08:18:59","HTTP","getLead","1010","1038","500","Optimizer","db://leads"
"RPC002093","2025-06-07T17:56:56","HTTP","optimizeCampaign","516","655","500","Optimizer","db://leads"
"RPC002094","2025-08-24T19:39:48","WebSocket","optimizeCampaign","4241","1263","401","LeadTriage","kg://graph"
"RPC002095","2025-07-25T15:17:59","HTTP","searchGraph","2228","620","200","LeadTriage","kg://graph"
"RPC002096","2025-07-17T09:22:27","WebSocket","optimizeCampaign","1122","8","500","Engagement","kg://graph"
"RPC002097","2025-06-22T17:31:18","HTTP","recommendAction","4104","576","400","Engagement","analytics://events"
"RPC002098","2025-06-15T09:47:34","WebSocket","consolidateMemory","2456","638","500","Optimizer","db://interactions"
"RPC002099","2025-07-25T11:40:02","HTTP","fetchMemory","3602","451","401","LeadTriage","db://interactions"
"RPC002100","2025-07-24T22:29:38","HTTP","recommendAction","2299","1450","400","LeadTriage","cache://memory"
"RPC002101","2025-06-26T02:24:59","HTTP","trackEvent","3156","310","400","LeadTriage","db://interactions"
"RPC002102","2025-07-26T07:57:37","WebSocket","fetchMemory","2276","1347","200","LeadTriage","db://leads"
"RPC002103","2025-07-20T10:41:23","HTTP","trackEvent","2561","1366","200","LeadTriage","db://leads"
"RPC002104","2025-06-25T14:18:03","WebSocket","consolidateMemory","4443","1044","401","Engagement","kg://graph"
"RPC002105","2025-05-19T00:00:27","HTTP","searchGraph","4177","706","500","LeadTriage","db://interactions"
"RPC002106","2025-06-07T08:25:27","WebSocket","searchGraph","3086","1018","200","LeadTriage","db://leads"
"RPC002107","2025-05-24T19:10:55","HTTP","optimizeCampaign","3542","777","200","Optimizer","db://leads"
"RPC002108","2025-06-05T09:49:25","WebSocket","getLead","491","127","401","LeadTriage","cache://memory"
"RPC002109","2025-07-04T04:44:16","WebSocket","consolidateMemory","3209","1385","400","Engagement","analytics://events"
"RPC002110","2025-05-02T05:10:16","WebSocket","updateLead","4195","1469","200","Engagement","cache://memory"
"RPC002111","2025-05-17T01:22:04","HTTP","searchGraph","2186","661","401","Optimizer","kg://graph"
"RPC002112","2025-06-03T04:19:18","HTTP","updateLead","4870","833","200","Optimizer","db://interactions"
"RPC002113","2025-08-06T20:37:16","WebSocket","optimizeCampaign","3285","592","200","LeadTriage","kg://graph"
"RPC002114","2025-07-10T22:08:07","HTTP","consolidateMemory","4159","478","500","Engagement","db://leads"
"RPC002115","2025-07-12T23:52:46","WebSocket","updateLead","2954","1470","200","LeadTriage","db://interactions"
"RPC002116","2025-05-18T18:57:41","WebSocket","recommendAction","1792","1131","403","Optimizer","analytics://events"
"RPC002117","2025-06-26T03:44:18","HTTP","optimizeCampaign","700","1114","200","Engagement","db://interactions"
"RPC002118","2025-08-28T16:49:16","HTTP","optimizeCampaign","3025","709","200","Engagement","cache://memory"
"RPC002119","2025-08-11T03:17:51","WebSocket","optimizeCampaign","3238","1434","401","Optimizer","analytics://events"
"RPC002120","2025-08-15T08:16:23","HTTP","updateLead","815","1371","500","Optimizer","cache://memory"
"RPC002121","2025-08-03T03:12:13","WebSocket","optimizeCampaign","3639","769","401","LeadTriage","db://leads"
"RPC002122","2025-06-06T17:22:04","HTTP","storeMemory","3652","1013","200","Engagement","cache://memory"
"RPC002123","2025-05-13T10:28:20","WebSocket","getLead","4264","685","200","Engagement","cache://memory"
"RPC002124","2025-06-05T18:52:36","WebSocket","trackEvent","3775","921","403","Engagement","kg://graph"
"RPC002125","2025-08-15T04:05:19","WebSocket","storeMemory","2491","1305","200","LeadTriage","cache://memory"
"RPC002126","2025-07-09T22:35:17","HTTP","getLead","3503","389","401","Engagement","cache://memory"
"RPC002127","2025-06-18T17:40:22","HTTP","optimizeCampaign","1317","136","200","Optimizer","kg://graph"
"RPC002128","2025-05-02T18:26:25","WebSocket","searchGraph","3704","681","400","LeadTriage","db://leads"
"RPC002129","2025-06-23T18:49:02","HTTP","getLead","444","184","200","Engagement","cache://memory"
"RPC002130","2025-07-04T09:59:36","WebSocket","getLead","3745","902","400","Engagement","analytics://events"
"RPC002131","2025-08-12T01:40:09","WebSocket","trackEvent","4322","330","200","Engagement","db://interactions"
"RPC002132","2025-05-31T02:40:41","WebSocket","trackEvent","1398","34","200","LeadTriage","cache://memory"
"RPC002133","2025-08-11T01:30:06","WebSocket","getLead","336","330","400","Optimizer","db://interactions"
"RPC002134","2025-07-06T09:35:12","HTTP","fetchMemory","2901","529","401","Optimizer","analytics://events"
"RPC002135","2025-06-15T19:48:51","WebSocket","consolidateMemory","3768","1218","403","Engagement","db://leads"
"RPC002136","2025-06-15T11:49:49","HTTP","optimizeCampaign","2427","1197","200","LeadTriage","db://leads"
"RPC002137","2025-08-19T03:02:52","HTTP","trackEvent","1081","1333","200","Optimizer","db://interactions"
"RPC002138","2025-08-12T19:20:41","WebSocket","storeMemory","2113","401","400","LeadTriage","analytics://events"
"RPC002139","2025-08-08T16:26:34","WebSocket","storeMemory","477","450","200","Optimizer","db://interactions"
"RPC002140","2025-08-19T08:52:44","WebSocket","recommendAction","2897","60","200","LeadTriage","analytics://events"
"RPC002141","2025-07-31T04:14:15","HTTP","fetchMemory","219","226","403","Optimizer","analytics://events"
"RPC002142","2025-06-22T19:43:09","HTTP","updateLead","3604","930","403","LeadTriage","kg://graph"
"RPC002143","2025-07-26T01:15:02","HTTP","optimizeCampaign","999","758","200","Optimizer","db://interactions"
"RPC002144","2025-08-05T20:29:01","HTTP","consolidateMemory","271","938","200","LeadTriage","db://leads"
"RPC002145","2025-06-03T01:46:59","WebSocket","fetchMemory","871","394","200","Optimizer","db://leads"
"RPC002146","2025-05-18T09:49:16","WebSocket","optimizeCampaign","1724","704","200","Optimizer","db://interactions"
"RPC002147","2025-08-01T11:41:56","WebSocket","updateLead","4522","395","401","LeadTriage","db://interactions"
"RPC002148","2025-06-27T11:52:44","WebSocket","recommendAction","1699","1398","200","LeadTriage","kg://graph"
"RPC002149","2025-05-31T15:17:58","HTTP","storeMemory","847","775","200","Engagement","db://leads"
"RPC002150","2025-07-02T15:42:39","HTTP","storeMemory","1057","686","200","LeadTriage","cache://memory"
"RPC002151","2025-08-15T15:52:16","HTTP","getLead","2784","763","401","Optimizer","cache://memory"
"RPC002152","2025-06-29T12:03:46","WebSocket","updateLead","324","1076","200","LeadTriage","db://leads"
"RPC002153","2025-06-08T00:30:52","WebSocket","fetchMemory","2183","851","200","LeadTriage","db://leads"
"RPC002154","2025-06-01T07:16:41","WebSocket","recommendAction","814","816","200","Optimizer","db://leads"
"RPC002155","2025-08-23T08:03:37","HTTP","recommendAction","1576","1257","200","Optimizer","db://interactions"
"RPC002156","2025-08-22T16:02:24","WebSocket","searchGraph","4605","35","200","Engagement","kg://graph"
"RPC002157","2025-05-09T21:37:05","HTTP","fetchMemory","4345","419","200","Optimizer","db://interactions"
"RPC002158","2025-06-20T15:16:59","WebSocket","optimizeCampaign","4664","119","403","Optimizer","kg://graph"
"RPC002159","2025-06-06T06:17:51","WebSocket","storeMemory","4217","1377","200","Engagement","analytics://events"
"RPC002160","2025-05-22T05:01:03","HTTP","fetchMemory","3169","564","400","Engagement","analytics://events"
"RPC002161","2025-08-11T08:26:18","WebSocket","optimizeCampaign","708","594","403","Optimizer","kg://graph"
"RPC002162","2025-07-18T16:30:00","HTTP","consolidateMemory","1537","259","400","LeadTriage","db://leads"
"RPC002163","2025-07-19T15:27:34","HTTP","optimizeCampaign","2368","448","200","Optimizer","db://interactions"
"RPC002164","2025-05-14T02:43:25","WebSocket","updateLead","1365","381","401","Optimizer","kg://graph"
"RPC002165","2025-07-07T18:40:23","HTTP","trackEvent","3099","985","401","LeadTriage","analytics://events"
"RPC002166","2025-07-24T00:16:25","WebSocket","updateLead","747","719","500","Optimizer","kg://graph"
"RPC002167","2025-06-14T02:20:18","HTTP","optimizeCampaign","3209","1298","200","Engagement","cache://memory"
"RPC002168","2025-06-09T01:32:11","HTTP","getLead","951","1151","200","LeadTriage","kg://graph"
"RPC002169","2025-07-05T16:11:57","WebSocket","consolidateMemory","567","1030","403","Engagement","db://leads"
"RPC002170","2025-08-03T11:51:15","WebSocket","getLead","275","517","403","Engagement","db://interactions"
"RPC002171","2025-08-22T04:47:04","HTTP","optimizeCampaign","2807","428","500","LeadTriage","cache://memory"
"RPC002172","2025-06-20T23:34:02","WebSocket","trackEvent","1255","558","403","Engagement","db://leads"
"RPC002173","2025-05-07T01:11:43","HTTP","consolidateMemory","2452","569","200","Engagement","db://interactions"
"RPC002174","2025-05-07T06:43:10","HTTP","consolidateMemory","830","664","200","Optimizer","analytics://events"
"RPC002175","2025-08-24T05:30:34","HTTP","searchGraph","4395","238","500","LeadTriage","db://leads"
"RPC002176","2025-07-07T07:54:46","WebSocket","recommendAction","1610","1096","403","Engagement","kg://graph"
"RPC002177","2025-05-04T18:28:57","HTTP","consolidateMemory","863","1487","200","LeadTriage","analytics://events"
"RPC002178","2025-06-13T03:25:15","WebSocket","recommendAction","4170","766","400","Optimizer","cache://memory"
"RPC002179","2025-07-29T23:24:02","HTTP","consolidateMemory","1300","409","200","Optimizer","kg://graph"
"RPC002180","2025-06-19T22:27:05","WebSocket","fetchMemory","2328","756","200","Engagement","db://leads"
"RPC002181","2025-08-25T16:31:32","HTTP","getLead","4774","1237","200","Optimizer","cache://memory"
"RPC002182","2025-08-01T15:33:24","WebSocket","getLead","3026","740","500","Engagement","db://interactions"
"RPC002183","2025-06-28T14:00:41","WebSocket","recommendAction","2713","246","403","LeadTriage","db://leads"
"RPC002184","2025-05-10T22:45:25","HTTP","fetchMemory","335","1233","403","LeadTriage","analytics://events"
"RPC002185","2025-07-01T21:49:26","WebSocket","recommendAction","1195","1266","200","LeadTriage","cache://memory"
"RPC002186","2025-05-03T05:31:45","WebSocket","consolidateMemory","730","630","200","LeadTriage","kg://graph"
"RPC002187","2025-08-24T18:54:51","HTTP","storeMemory","4919","335","500","Optimizer","db://leads"
"RPC002188","2025-07-08T08:32:07","HTTP","updateLead","4945","52","401","Optimizer","db://interactions"
"RPC002189","2025-08-26T17:19:48","WebSocket","fetchMemory","3735","399","200","Engagement","kg://graph"
"RPC002190","2025-07-19T14:23:43","HTTP","optimizeCampaign","701","517","400","Engagement","analytics://events"
"RPC002191","2025-06-10T07:26:58","HTTP","trackEvent","4576","286","403","LeadTriage","kg://graph"
"RPC002192","2025-06-15T17:46:08","HTTP","searchGraph","959","379","200","Engagement","db://leads"
"RPC002193","2025-06-28T06:12:37","WebSocket","recommendAction","4700","1161","200","LeadTriage","kg://graph"
"RPC002194","2025-08-11T17:07:47","HTTP","consolidateMemory","1649","1446","500","Optimizer","analytics://events"
"RPC002195","2025-08-03T09:20:22","HTTP","searchGraph","2697","685","200","Optimizer","db://interactions"
"RPC002196","2025-08-22T23:33:58","WebSocket","optimizeCampaign","3676","18","401","Engagement","analytics://events"
"RPC002197","2025-06-26T02:24:32","WebSocket","trackEvent","3472","526","200","LeadTriage","db://interactions"
"RPC002198","2025-07-03T15:56:54","WebSocket","trackEvent","504","1310","200","Optimizer","db://leads"
"RPC002199","2025-07-30T16:47:51","WebSocket","recommendAction","4591","1150","500","Engagement","analytics://events"
"RPC002200","2025-05-20T09:39:50","WebSocket","getLead","1290","910","400","Engagement","analytics://events"
"RPC002201","2025-07-29T19:32:47","HTTP","trackEvent","4256","1500","500","LeadTriage","db://interactions"
"RPC002202","2025-06-14T06:22:05","WebSocket","searchGraph","4216","909","401","LeadTriage","cache://memory"
"RPC002203","2025-06-13T16:50:25","HTTP","updateLead","2470","576","401","Engagement","db://leads"
"RPC002204","2025-08-28T04:42:25","WebSocket","consolidateMemory","752","1236","401","Engagement","cache://memory"
"RPC002205","2025-06-15T21:38:42","HTTP","getLead","2918","769","200","Engagement","kg://graph"
"RPC002206","2025-06-10T20:51:17","WebSocket","recommendAction","3754","881","400","Optimizer","cache://memory"
"RPC002207","2025-06-07T21:44:48","WebSocket","recommendAction","2605","588","200","Optimizer","db://interactions"
"RPC002208","2025-08-02T11:20:15","HTTP","recommendAction","473","1108","200","LeadTriage","kg://graph"
"RPC002209","2025-05-10T18:37:54","WebSocket","getLead","1738","594","403","Optimizer","analytics://events"
"RPC002210","2025-08-28T07:53:23","WebSocket","updateLead","2888","1228","200","Engagement","db://interactions"
"RPC002211","2025-08-10T14:51:55","WebSocket","getLead","1622","1099","200","Optimizer","analytics://events"
"RPC002212","2025-06-01T04:17:33","HTTP","getLead","1628","384","401","LeadTriage","db://interactions"
"RPC002213","2025-07-04T08:09:48","WebSocket","fetchMemory","563","1355","403","Optimizer","cache://memory"
"RPC002214","2025-07-10T15:48:14","WebSocket","updateLead","4514","903","401","Optimizer","db://leads"
"RPC002215","2025-07-19T21:42:57","HTTP","storeMemory","2397","401","403","Engagement","cache://memory"
"RPC002216","2025-05-25T15:58:16","HTTP","storeMemory","494","1377","200","Engagement","cache://memory"
"RPC002217","2025-06-05T02:23:54","WebSocket","recommendAction","3949","524","400","LeadTriage","db://interactions"
"RPC002218","2025-08-01T18:12:13","HTTP","getLead","1163","596","200","Engagement","analytics://events"
"RPC002219","2025-06-10T06:56:17","HTTP","consolidateMemory","4409","421","401","Optimizer","db://leads"
"RPC002220","2025-08-25T06:21:42","WebSocket","recommendAction","270","1106","401","LeadTriage","kg://graph"
"RPC002221","2025-05-30T06:34:50","WebSocket","storeMemory","4035","129","403","Optimizer","cache://memory"
"RPC002222","2025-05-11T07:06:07","WebSocket","consolidateMemory","4756","889","200","Engagement","kg://graph"
"RPC002223","2025-07-17T10:48:13","HTTP","trackEvent","1022","1219","400","Engagement","db://leads"
"RPC002224","2025-07-12T22:09:39","WebSocket","optimizeCampaign","3339","877","401","LeadTriage","analytics://events"
"RPC002225","2025-08-22T15:37:03","WebSocket","updateLead","4770","159","500","Engagement","kg://graph"
"RPC002226","2025-07-25T06:54:32","WebSocket","updateLead","4288","533","200","Engagement","db://leads"
"RPC002227","2025-05-01T19:44:36","WebSocket","updateLead","3253","564","200","Engagement","kg://graph"
"RPC002228","2025-07-31T10:11:42","HTTP","consolidateMemory","3505","387","200","LeadTriage","cache://memory"
"RPC002229","2025-08-02T17:00:56","WebSocket","updateLead","3831","204","200","LeadTriage","kg://graph"
"RPC002230","2025-08-26T23:18:54","HTTP","recommendAction","3495","334","200","LeadTriage","db://leads"
"RPC002231","2025-08-03T17:47:22","WebSocket","consolidateMemory","1218","699","500","LeadTriage","kg://graph"
"RPC002232","2025-05-31T22:22:19","WebSocket","recommendAction","3663","1022","400","LeadTriage","kg://graph"
"RPC002233","2025-08-03T01:55:57","HTTP","fetchMemory","1635","470","403","LeadTriage","cache://memory"
"RPC002234","2025-08-17T07:56:06","HTTP","getLead","2832","722","200","Optimizer","db://leads"
"RPC002235","2025-05-15T22:03:58","WebSocket","trackEvent","3713","290","200","Engagement","db://interactions"
"RPC002236","2025-06-22T23:34:01","WebSocket","trackEvent","2509","995","200","Engagement","kg://graph"
"RPC002237","2025-06-07T19:14:31","HTTP","searchGraph","1801","385","403","Engagement","db://leads"
"RPC002238","2025-08-20T01:26:17","WebSocket","getLead","1935","1182","200","Optimizer","analytics://events"
"RPC002239","2025-05-18T12:03:07","HTTP","storeMemory","2786","1316","403","Engagement","db://leads"
"RPC002240","2025-05-21T08:54:06","WebSocket","trackEvent","3761","908","500","LeadTriage","kg://graph"
"RPC002241","2025-07-14T17:41:44","WebSocket","consolidateMemory","1392","435","400","Optimizer","kg://graph"
"RPC002242","2025-08-17T22:41:52","WebSocket","updateLead","1710","1089","400","LeadTriage","cache://memory"
"RPC002243","2025-06-16T17:08:36","WebSocket","consolidateMemory","1398","587","500","Optimizer","db://interactions"
"RPC002244","2025-06-27T21:56:24","WebSocket","storeMemory","398","1373","500","LeadTriage","cache://memory"
"RPC002245","2025-05-11T19:06:47","HTTP","fetchMemory","2279","1400","200","Optimizer","db://leads"
"RPC002246","2025-05-12T18:45:13","HTTP","consolidateMemory","3298","756","200","Optimizer","cache://memory"
"RPC002247","2025-08-11T11:53:22","WebSocket","getLead","3210","776","200","LeadTriage","kg://graph"
"RPC002248","2025-07-15T13:12:50","WebSocket","storeMemory","667","656","400","Engagement","kg://graph"
"RPC002249","2025-07-09T00:24:52","HTTP","trackEvent","3763","1246","200","Optimizer","cache://memory"
"RPC002250","2025-05-05T12:01:05","WebSocket","consolidateMemory","1148","314","200","Optimizer","kg://graph"
"RPC002251","2025-07-14T08:52:23","WebSocket","storeMemory","404","731","200","Engagement","db://interactions"
"RPC002252","2025-07-10T06:07:35","HTTP","fetchMemory","1915","1181","401","LeadTriage","db://leads"
"RPC002253","2025-06-01T10:58:47","HTTP","updateLead","2150","606","200","Optimizer","db://leads"
"RPC002254","2025-06-14T00:36:34","WebSocket","optimizeCampaign","344","250","403","LeadTriage","analytics://events"
"RPC002255","2025-05-07T07:17:49","HTTP","trackEvent","1646","570","200","Optimizer","cache://memory"
"RPC002256","2025-06-20T17:04:02","HTTP","getLead","2850","1011","200","LeadTriage","db://leads"
"RPC002257","2025-05-05T14:35:35","HTTP","consolidateMemory","4559","319","200","Engagement","cache://memory"
"RPC002258","2025-07-30T01:59:59","WebSocket","consolidateMemory","582","448","200","Optimizer","analytics://events"
"RPC002259","2025-07-24T22:05:14","WebSocket","fetchMemory","4719","729","403","Optimizer","analytics://events"
"RPC002260","2025-05-20T12:59:37","HTTP","searchGraph","3108","684","500","Engagement","cache://memory"
"RPC002261","2025-06-20T06:27:47","WebSocket","consolidateMemory","2996","586","200","Optimizer","cache://memory"
"RPC002262","2025-05-19T07:53:15","HTTP","recommendAction","4808","353","200","LeadTriage","analytics://events"
"RPC002263","2025-06-11T08:03:15","HTTP","fetchMemory","1879","246","400","Optimizer","db://interactions"
"RPC002264","2025-05-23T09:50:06","HTTP","trackEvent","1037","842","200","Optimizer","db://interactions"
"RPC002265","2025-07-08T04:22:47","HTTP","searchGraph","1519","1349","200","LeadTriage","db://leads"
"RPC002266","2025-07-13T10:45:49","HTTP","consolidateMemory","4418","330","500","Optimizer","kg://graph"
"RPC002267","2025-05-26T14:38:00","WebSocket","trackEvent","932","758","200","Optimizer","kg://graph"
"RPC002268","2025-05-29T23:25:56","WebSocket","updateLead","3755","819","200","LeadTriage","db://leads"
"RPC002269","2025-07-11T03:32:14","WebSocket","trackEvent","673","280","200","LeadTriage","cache://memory"
"RPC002270","2025-06-21T08:03:36","WebSocket","optimizeCampaign","2277","78","401","Optimizer","db://interactions"
"RPC002271","2025-08-13T16:10:59","HTTP","updateLead","579","418","403","LeadTriage","db://leads"
"RPC002272","2025-05-28T16:11:04","WebSocket","trackEvent","1632","338","200","LeadTriage","analytics://events"
"RPC002273","2025-07-26T13:57:57","WebSocket","searchGraph","3916","1233","200","Optimizer","cache://memory"
"RPC002274","2025-08-13T21:05:22","HTTP","getLead","498","1266","500","LeadTriage","db://interactions"
"RPC002275","2025-07-06T12:22:54","HTTP","updateLead","2726","800","403","LeadTriage","kg://graph"
"RPC002276","2025-08-16T02:49:15","HTTP","trackEvent","2480","1331","200","Optimizer","db://interactions"
"RPC002277","2025-06-03T02:48:12","HTTP","trackEvent","4051","38","400","LeadTriage","db://leads"
"RPC002278","2025-08-19T17:58:32","WebSocket","recommendAction","2804","754","400","Optimizer","db://interactions"
"RPC002279","2025-08-16T19:29:36","HTTP","searchGraph","1277","1118","500","Engagement","analytics://events"
"RPC002280","2025-07-11T15:18:58","WebSocket","trackEvent","4177","871","500","LeadTriage","analytics://events"
"RPC002281","2025-08-02T18:24:01","WebSocket","storeMemory","3477","881","200","Engagement","db://leads"
"RPC002282","2025-08-11T18:24:41","HTTP","optimizeCampaign","3647","741","200","Optimizer","analytics://events"
"RPC002283","2025-08-07T06:22:50","WebSocket","storeMemory","2989","1411","200","LeadTriage","kg://graph"
"RPC002284","2025-06-03T04:44:38","HTTP","searchGraph","2026","684","200","Optimizer","db://interactions"
"RPC002285","2025-08-03T20:24:14","WebSocket","updateLead","1316","865","200","LeadTriage","cache://memory"
"RPC002286","2025-07-05T17:44:53","HTTP","getLead","2351","547","200","Optimizer","db://leads"
"RPC002287","2025-07-17T15:27:11","HTTP","getLead","613","792","200","Optimizer","analytics://events"
"RPC002288","2025-05-31T04:08:50","WebSocket","consolidateMemory","422","265","200","Optimizer","db://leads"
"RPC002289","2025-06-19T23:21:04","WebSocket","updateLead","4443","779","200","LeadTriage","db://interactions"
"RPC002290","2025-07-03T17:05:10","HTTP","fetchMemory","3382","711","403","Optimizer","cache://memory"
"RPC002291","2025-07-12T16:12:05","HTTP","storeMemory","1902","6","500","Engagement","db://interactions"
"RPC002292","2025-07-18T04:36:53","HTTP","trackEvent","4766","1262","500","Optimizer","analytics://events"
"RPC002293","2025-08-21T13:42:42","HTTP","getLead","1630","248","200","Engagement","kg://graph"
"RPC002294","2025-05-31T08:51:25","HTTP","optimizeCampaign","3238","179","400","Optimizer","db://leads"
"RPC002295","2025-08-23T17:34:22","HTTP","recommendAction","913","402","403","Optimizer","db://interactions"
"RPC002296","2025-05-16T22:06:19","WebSocket","updateLead","1581","720","401","LeadTriage","db://leads"
"RPC002297","2025-07-19T02:44:09","HTTP","consolidateMemory","4708","634","500","LeadTriage","cache://memory"
"RPC002298","2025-08-28T18:57:24","HTTP","consolidateMemory","1171","572","200","LeadTriage","kg://graph"
"RPC002299","2025-07-02T04:59:28","WebSocket","updateLead","3719","19","200","Optimizer","db://leads"
"RPC002300","2025-05-08T03:46:51","HTTP","searchGraph","2855","808","400","Engagement","analytics://events"
"RPC002301","2025-07-09T00:35:19","WebSocket","recommendAction","693","690","200","LeadTriage","cache://memory"
"RPC002302","2025-05-13T20:25:48","HTTP","fetchMemory","1863","1195","400","LeadTriage","db://leads"
"RPC002303","2025-05-08T05:53:29","WebSocket","trackEvent","489","122","200","LeadTriage","db://leads"
"RPC002304","2025-08-05T12:07:41","WebSocket","consolidateMemory","895","262","200","Optimizer","db://interactions"
"RPC002305","2025-07-13T13:43:14","HTTP","updateLead","3713","336","200","Optimizer","kg://graph"
"RPC002306","2025-07-20T09:32:00","WebSocket","optimizeCampaign","3489","641","400","Optimizer","db://interactions"
"RPC002307","2025-05-23T22:45:45","HTTP","optimizeCampaign","4102","275","401","LeadTriage","cache://memory"
"RPC002308","2025-06-22T17:39:48","WebSocket","storeMemory","902","25","400","LeadTriage","kg://graph"
"RPC002309","2025-08-25T16:43:28","HTTP","updateLead","707","71","403","LeadTriage","kg://graph"
"RPC002310","2025-08-25T16:07:44","HTTP","recommendAction","378","1380","200","Optimizer","cache://memory"
"RPC002311","2025-07-17T01:12:58","WebSocket","recommendAction","3310","403","200","Engagement","kg://graph"
"RPC002312","2025-08-10T01:44:02","WebSocket","fetchMemory","3084","1353","403","Engagement","cache://memory"
"RPC002313","2025-06-22T22:49:08","HTTP","searchGraph","3903","267","400","LeadTriage","analytics://events"
"RPC002314","2025-05-14T21:18:05","WebSocket","fetchMemory","1381","867","200","Optimizer","db://leads"
"RPC002315","2025-08-10T04:08:27","WebSocket","getLead","4192","691","200","LeadTriage","analytics://events"
