"conversation_id","lead_id","last_utterance_summary","active_intent","slots_json","expires_at"
"C0004311","L0004312","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T18:59:59"
"C0000552","L0000552","needs security details","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-25T04:18:16"
"C0001774","L0001774","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T06:31:19"
"C0004272","L0004273","needs security details","unsubscribe","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T23:47:26"
"C0002842","L0002843","timeline Q3","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T18:59:40"
"C0002926","L0002927","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T11:59:42"
"C0003463","L0003464","requested demo","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T22:58:59"
"C0003504","L0003505","asked about pricing","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T16:57:08"
"C0004271","L0004272","requested demo","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T19:58:05"
"C0004533","L0004534","needs security details","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-23T04:50:13"
"C0000611","L0000611","timeline Q3","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T06:39:32"
"C0000616","L0000616","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T20:00:00"
"C0000964","L0000964","requested demo","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T09:23:46"
"C0001886","L0001886","asked about pricing","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T00:59:13"
"C0001715","L0001715","timeline Q3","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T11:59:52"
"C0002047","L0002047","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T01:57:06"
"C0004352","L0004353","requested demo","unsubscribe","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T02:19:36"
"C0001176","L0001176","timeline Q3","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T18:49:49"
"C0003683","L0003684","requested demo","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-22T06:57:29"
"C0001385","L0001385","interested in case studies","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T01:59:44"
"C0000906","L0000906","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T10:00:00"
"C0003738","L0003739","unsubscribed","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-27T08:45:24"
"C0003271","L0003272","interested in case studies","download_asset","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T14:59:58"
"C0003496","L0003497","interested in case studies","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T13:33:54"
"C0002874","L0002875","timeline Q3","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T02:59:57"
"C0002004","L0002004","unsubscribed","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T22:52:13"
"C0004301","L0004302","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T10:59:48"
"C0004758","L0004759","unsubscribed","download_asset","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T23:21:38"
"C0000784","L0000784","timeline Q3","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T17:03:55"
"C0004285","L0004286","requested demo","request_callback","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T10:55:57"
"C0001170","L0001170","asked about pricing","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T14:36:09"
"C0003429","L0003430","asked about pricing","download_asset","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T19:48:21"
"C0003140","L0003141","asked about pricing","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T01:05:27"
"C0002220","L0002221","requested demo","book_demo","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T04:59:39"
"C0002917","L0002918","requested demo","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T11:01:35"
"C0003554","L0003555","needs security details","unsubscribe","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-25T22:28:18"
"C0001184","L0001184","needs security details","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T18:58:31"
"C0002257","L0002258","unsubscribed","unsubscribe","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T14:36:08"
"C0004433","L0004434","timeline Q3","unsubscribe","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T21:50:08"
"C0004090","L0004091","timeline Q3","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T03:53:40"
"C0000081","L0000081","needs security details","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T20:58:48"
"C0001476","L0001476","needs security details","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T16:32:27"
"C0001645","L0001645","interested in case studies","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-25T22:01:15"
"C0000686","L0000686","requested demo","book_demo","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T14:45:34"
"C0003086","L0003087","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T11:25:42"
"C0004042","L0004043","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T15:56:17"
"C0004931","L0004932","asked about pricing","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T05:35:32"
"C0000696","L0000696","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T09:22:39"
"C0003382","L0003383","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T03:43:44"
"C0002050","L0002050","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T08:17:34"
"C0002653","L0002654","needs security details","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T08:29:22"
"C0004840","L0004841","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-26T14:03:53"
"C0001578","L0001578","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T08:59:47"
"C0004952","L0004953","requested demo","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-18T15:49:17"
"C0004574","L0004575","unsubscribed","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T11:59:56"
"C0004933","L0004934","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T09:55:43"
"C0000956","L0000956","requested demo","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T01:59:02"
"C0002869","L0002870","asked about pricing","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T18:05:36"
"C0004147","L0004148","needs security details","unsubscribe","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T10:34:40"
"C0002161","L0002162","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-25T02:30:34"
"C0004964","L0004965","asked about pricing","download_asset","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T13:14:06"
"C0002784","L0002785","timeline Q3","unsubscribe","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T03:54:11"
"C0003528","L0003529","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T22:42:54"
"C0000986","L0000986","requested demo","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T07:54:45"
"C0001550","L0001550","asked about pricing","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T04:54:55"
"C0002599","L0002600","requested demo","unsubscribe","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T15:25:30"
"C0002323","L0002324","asked about pricing","download_asset","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T23:40:36"
"C0002468","L0002469","timeline Q3","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T00:56:31"
"C0000025","L0000025","asked about pricing","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T08:55:02"
"C0000234","L0000234","requested demo","unsubscribe","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T02:36:06"
"C0002899","L0002900","requested demo","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-26T21:15:43"
"C0003324","L0003325","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T18:34:51"
"C0001762","L0001762","unsubscribed","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T05:46:03"
"C0000022","L0000022","timeline Q3","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T20:28:37"
"C0000431","L0000431","unsubscribed","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T16:59:31"
"C0001848","L0001848","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T06:59:59"
"C0004097","L0004098","unsubscribed","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T11:59:59"
"C0004372","L0004373","timeline Q3","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T10:57:43"
"C0001507","L0001507","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T02:59:35"
"C0002259","L0002260","asked about pricing","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-06-02T17:54:29"
"C0000997","L0000997","timeline Q3","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-18T18:54:09"
"C0003921","L0003922","requested demo","book_demo","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T07:46:57"
"C0001856","L0001856","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T09:02:27"
"C0001652","L0001652","requested demo","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T22:38:42"
"C0000573","L0000573","unsubscribed","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T05:28:44"
"C0001377","L0001377","asked about pricing","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T21:44:36"
"C0003916","L0003917","needs security details","download_asset","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T07:24:06"
"C0000853","L0000853","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-26T10:09:37"
"C0004889","L0004890","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T21:50:00"
"C0004685","L0004686","asked about pricing","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T04:00:00"
"C0001469","L0001469","needs security details","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T16:36:53"
"C0003180","L0003181","asked about pricing","negotiate","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-24T13:00:05"
"C0001259","L0001259","needs security details","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T04:49:56"
"C0000745","L0000745","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-21T07:11:06"
"C0002520","L0002521","timeline Q3","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T18:07:07"
"C0000231","L0000231","needs security details","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T15:38:30"
"C0002870","L0002871","requested demo","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T11:57:26"
"C0003012","L0003013","timeline Q3","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T20:21:05"
"C0000286","L0000286","timeline Q3","unsubscribe","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-23T22:31:10"
"C0004366","L0004367","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T09:23:58"
"C0002774","L0002775","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T04:19:32"
"C0003366","L0003367","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T22:41:23"
"C0001815","L0001815","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T09:34:31"
"C0000742","L0000742","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-27T17:51:50"
"C0001212","L0001212","unsubscribed","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T20:44:56"
"C0000582","L0000582","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T16:59:59"
"C0003959","L0003960","interested in case studies","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T21:51:20"
"C0003452","L0003453","unsubscribed","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T21:30:31"
"C0004817","L0004818","timeline Q3","unsubscribe","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T18:37:31"
"C0004449","L0004450","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T06:02:36"
"C0001851","L0001851","needs security details","download_asset","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T01:47:23"
"C0002972","L0002973","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-17T13:42:32"
"C0000412","L0000412","timeline Q3","book_demo","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T22:48:11"
"C0004763","L0004764","timeline Q3","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T08:43:54"
"C0000768","L0000768","asked about pricing","request_callback","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T17:00:00"
"C0003403","L0003404","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T05:50:45"
"C0002767","L0002768","requested demo","unsubscribe","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T02:58:42"
"C0003488","L0003489","requested demo","unsubscribe","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T09:44:02"
"C0001827","L0001827","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T00:22:20"
"C0000151","L0000151","requested demo","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T07:40:38"
"C0002712","L0002713","timeline Q3","request_callback","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T12:51:06"
"C0004555","L0004556","timeline Q3","download_asset","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T07:59:56"
"C0002988","L0002989","timeline Q3","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T21:59:45"
"C0002006","L0002006","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T17:00:00"
"C0004450","L0004451","interested in case studies","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T16:41:11"
"C0001384","L0001384","asked about pricing","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-14T11:31:26"
"C0003084","L0003085","unsubscribed","download_asset","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T14:20:44"
"C0002761","L0002762","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T01:59:46"
"C0002957","L0002958","asked about pricing","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T07:59:53"
"C0000940","L0000940","asked about pricing","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T19:13:56"
"C0004536","L0004537","asked about pricing","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-31T07:26:48"
"C0002068","L0002068","needs security details","download_asset","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T12:48:57"
"C0003290","L0003291","timeline Q3","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-23T07:54:33"
"C0003882","L0003883","asked about pricing","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T16:59:22"
"C0004066","L0004067","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-27T21:48:25"
"C0004859","L0004860","needs security details","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T05:59:51"
"C0001136","L0001136","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T09:15:42"
"C0000256","L0000256","needs security details","book_demo","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T10:41:03"
"C0002028","L0002028","asked about pricing","download_asset","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T10:58:34"
"C0003847","L0003848","interested in case studies","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T15:54:11"
"C0003929","L0003930","requested demo","download_asset","{""company"": ""Acme Co."", ""employees"": 50, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-27T23:47:09"
"C0002432","L0002433","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T18:38:23"
"C0001407","L0001407","asked about pricing","download_asset","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-22T17:58:54"
"C0001085","L0001085","asked about pricing","unsubscribe","{""company"": ""Acme Co."", ""employees"": 200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T14:30:54"
"C0000402","L0000402","interested in case studies","request_callback","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T07:22:38"
"C0002292","L0002293","timeline Q3","request_callback","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-29T20:59:34"
"C0004234","L0004235","needs security details","negotiate","{""company"": ""Acme Co."", ""employees"": 10, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-28T07:13:02"
"C0000798","L0000798","interested in case studies","negotiate","{""company"": ""Acme Co."", ""employees"": 1200, ""tooling"": [""HubSpot"", ""Salesforce"", ""GA4""]}","2025-08-30T10:34:09"
