"action_id","timestamp","conversation_id","lead_id","action_type","source_agent","source_agent_type","dest_agent_type","handoff_context_json","escalation_reason"
"ACT0001692","2025-08-24T05:57:33","C0000808","L0000808","pause_campaign","EN-008","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","none"
"ACT0001693","2025-08-10T23:25:39","C0000808","L0000808","pause_campaign","OP-007","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","legal"
"ACT0001694","2025-07-18T00:39:36","C0000808","L0000808","outreach","EN-005","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","complex_request"
"ACT0001695","2025-07-20T12:31:03","C0004050","L0004051","consolidate_memory","OP-004","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","none"
"ACT0001696","2025-08-13T10:57:03","C0004050","L0004051","triage","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","complex_request"
"ACT0001697","2025-07-12T07:08:22","C0003134","L0003135","handoff","EN-003","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","complex_request"
"ACT0001698","2025-07-20T13:50:23","C0003134","L0003135","outreach","LT-005","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","legal"
"ACT0001699","2025-08-06T09:51:10","C0002759","L0002760","triage","EN-002","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","complaint"
"ACT0001700","2025-08-19T22:28:13","C0002759","L0002760","outreach","OP-006","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","complaint"
"ACT0001701","2025-08-28T04:48:15","C0002759","L0002760","resume_campaign","LT-002","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","complaint"
"ACT0001702","2025-07-26T05:54:10","C0003711","L0003712","pause_campaign","LT-007","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","complaint"
"ACT0001703","2025-08-21T17:40:08","C0003711","L0003712","resume_campaign","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","complex_request"
"ACT0001704","2025-06-21T12:08:15","C0003711","L0003712","update_segment","LT-009","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","high_value"
"ACT0001705","2025-06-01T09:09:57","C0003711","L0003712","pause_campaign","OP-001","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","high_value"
"ACT0001706","2025-08-14T01:09:51","C0001816","L0001816","escalate","OP-007","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","high_value"
"ACT0001707","2025-07-30T16:45:12","C0001816","L0001816","update_segment","OP-003","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","complex_request"
"ACT0001708","2025-08-19T06:51:04","C0001816","L0001816","escalate","LT-005","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","complaint"
"ACT0001709","2025-07-24T09:08:55","C0004392","L0004393","outreach","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","none"
"ACT0001710","2025-08-20T11:54:08","C0000252","L0000252","optimize","LT-009","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","complex_request"
"ACT0001711","2025-07-23T02:37:45","C0000252","L0000252","update_segment","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","complex_request"
"ACT0001712","2025-08-22T23:10:44","C0002726","L0002727","escalate","OP-005","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complaint"
"ACT0001713","2025-08-18T04:46:27","C0003642","L0003643","consolidate_memory","EN-020","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","high_value"
"ACT0001714","2025-06-15T22:16:23","C0001584","L0001584","resume_campaign","EN-013","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.77}","complaint"
"ACT0001715","2025-06-14T07:41:28","C0001584","L0001584","update_segment","EN-017","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","none"
"ACT0001716","2025-08-15T15:58:39","C0001584","L0001584","update_segment","LT-005","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","complex_request"
"ACT0001717","2025-06-06T22:26:41","C0001584","L0001584","optimize","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","high_value"
"ACT0001718","2025-08-15T14:51:54","C0001504","L0001504","resume_campaign","OP-003","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","legal"
"ACT0001719","2025-07-25T03:38:11","C0000123","L0000123","consolidate_memory","EN-006","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","complaint"
"ACT0001720","2025-07-19T21:14:12","C0000123","L0000123","escalate","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","complex_request"
"ACT0001721","2025-08-17T21:30:04","C0001704","L0001704","outreach","EN-019","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","high_value"
"ACT0001722","2025-08-21T19:18:05","C0001704","L0001704","update_template","OP-004","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","complaint"
"ACT0001723","2025-08-27T13:01:50","C0004825","L0004826","escalate","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","high_value"
"ACT0001724","2025-06-27T21:58:48","C0004825","L0004826","optimize","EN-007","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","complaint"
"ACT0001725","2025-06-08T08:49:22","C0003460","L0003461","handoff","LT-009","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","none"
"ACT0001726","2025-08-05T10:09:40","C0003460","L0003461","outreach","LT-005","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","legal"
"ACT0001727","2025-07-20T23:10:19","C0003460","L0003461","triage","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","complex_request"
"ACT0001728","2025-08-27T19:03:33","C0001706","L0001706","resume_campaign","OP-005","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complaint"
"ACT0001729","2025-08-23T09:38:46","C0001706","L0001706","consolidate_memory","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","legal"
"ACT0001730","2025-08-14T10:53:18","C0001706","L0001706","handoff","EN-006","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","complaint"
"ACT0001731","2025-07-20T07:14:49","C0001706","L0001706","outreach","OP-001","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","complaint"
"ACT0001732","2025-07-05T09:41:38","C0000568","L0000568","pause_campaign","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","complex_request"
"ACT0001733","2025-06-13T16:06:01","C0000568","L0000568","update_template","EN-008","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","none"
"ACT0001734","2025-07-26T08:33:02","C0000568","L0000568","escalate","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.84}","complaint"
"ACT0001735","2025-07-08T03:24:21","C0000568","L0000568","optimize","EN-011","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","none"
"ACT0001736","2025-08-01T02:16:11","C0002442","L0002443","outreach","LT-001","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","high_value"
"ACT0001737","2025-05-28T05:11:24","C0002442","L0002443","optimize","LT-003","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","complex_request"
"ACT0001738","2025-08-06T10:52:23","C0003182","L0003183","outreach","LT-009","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","complaint"
"ACT0001739","2025-08-17T14:17:55","C0003182","L0003183","update_template","EN-017","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.71}","none"
"ACT0001740","2025-08-27T19:03:08","C0000927","L0000927","pause_campaign","OP-006","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","complex_request"
"ACT0001741","2025-08-17T20:11:30","C0000927","L0000927","consolidate_memory","EN-017","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","legal"
"ACT0001742","2025-07-10T18:19:41","C0002303","L0002304","pause_campaign","EN-018","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.67}","complaint"
"ACT0001743","2025-06-07T01:10:48","C0002303","L0002304","consolidate_memory","EN-007","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.99}","complaint"
"ACT0001744","2025-07-24T15:59:11","C0002303","L0002304","triage","LT-002","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","complaint"
"ACT0001745","2025-08-28T12:29:01","C0002804","L0002805","update_segment","OP-001","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.6}","complaint"
"ACT0001746","2025-07-03T01:33:27","C0002804","L0002805","outreach","EN-005","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","high_value"
"ACT0001747","2025-06-21T00:53:48","C0002804","L0002805","escalate","EN-016","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","none"
"ACT0001748","2025-06-26T13:08:25","C0002804","L0002805","outreach","LT-004","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","complex_request"
"ACT0001749","2025-06-26T23:13:03","C0001193","L0001193","resume_campaign","LT-004","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","legal"
"ACT0001750","2025-06-02T11:15:58","C0001193","L0001193","escalate","OP-004","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","none"
"ACT0001751","2025-06-12T04:02:45","C0001193","L0001193","update_segment","LT-006","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complaint"
"ACT0001752","2025-06-18T12:15:40","C0001193","L0001193","update_segment","EN-011","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","complaint"
"ACT0001753","2025-08-20T03:38:57","C0003443","L0003444","handoff","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","high_value"
"ACT0001754","2025-08-21T18:30:52","C0003443","L0003444","pause_campaign","LT-010","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","legal"
"ACT0001755","2025-08-21T09:58:14","C0003443","L0003444","consolidate_memory","LT-002","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","none"
"ACT0001756","2025-08-08T00:51:31","C0003372","L0003373","triage","EN-002","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","none"
"ACT0001757","2025-08-18T10:53:57","C0004007","L0004008","handoff","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","complex_request"
"ACT0001758","2025-08-19T16:01:24","C0004007","L0004008","triage","OP-006","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","none"
"ACT0001759","2025-08-24T23:46:52","C0002707","L0002708","update_segment","EN-006","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complex_request"
"ACT0001760","2025-08-11T01:47:24","C0002707","L0002708","resume_campaign","LT-008","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","complaint"
"ACT0001761","2025-08-17T11:14:13","C0004652","L0004653","resume_campaign","LT-010","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","none"
"ACT0001762","2025-06-26T15:19:03","C0002992","L0002993","consolidate_memory","OP-004","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","legal"
"ACT0001763","2025-07-29T04:23:19","C0002992","L0002993","update_template","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","legal"
"ACT0001764","2025-07-26T08:59:22","C0000603","L0000603","handoff","EN-007","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","complaint"
"ACT0001765","2025-08-01T23:57:15","C0004545","L0004546","consolidate_memory","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","complex_request"
"ACT0001766","2025-08-10T14:54:15","C0004545","L0004546","resume_campaign","OP-007","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","complex_request"
"ACT0001767","2025-07-14T15:28:36","C0004545","L0004546","triage","EN-012","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","legal"
"ACT0001768","2025-06-21T09:53:16","C0003769","L0003770","escalate","LT-006","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","complaint"
"ACT0001769","2025-07-18T18:52:01","C0003769","L0003770","resume_campaign","EN-001","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","high_value"
"ACT0001770","2025-07-02T15:45:39","C0003769","L0003770","handoff","EN-005","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","complex_request"
"ACT0001771","2025-07-05T21:39:12","C0004255","L0004256","update_template","LT-007","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","complaint"
"ACT0001772","2025-07-10T16:13:00","C0004255","L0004256","update_template","EN-014","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","complaint"
"ACT0001773","2025-08-27T13:46:27","C0004255","L0004256","triage","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","legal"
"ACT0001774","2025-07-26T18:27:58","C0004255","L0004256","outreach","OP-001","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","complex_request"
"ACT0001775","2025-08-01T20:10:04","C0003454","L0003455","optimize","LT-002","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","none"
"ACT0001776","2025-08-04T05:16:32","C0000319","L0000319","update_template","EN-015","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","legal"
"ACT0001777","2025-08-25T13:33:58","C0001667","L0001667","update_template","OP-004","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","legal"
"ACT0001778","2025-08-15T09:22:19","C0001667","L0001667","handoff","OP-006","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","legal"
"ACT0001779","2025-07-29T12:22:34","C0001667","L0001667","outreach","OP-005","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","complaint"
"ACT0001780","2025-08-19T16:59:20","C0001667","L0001667","update_template","LT-004","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.79}","legal"
"ACT0001781","2025-08-14T00:19:58","C0000795","L0000795","update_segment","EN-005","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","complex_request"
"ACT0001782","2025-08-13T23:10:36","C0000795","L0000795","handoff","LT-007","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","legal"
"ACT0001783","2025-08-18T21:51:13","C0000795","L0000795","triage","EN-019","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","complaint"
"ACT0001784","2025-08-26T04:37:04","C0000795","L0000795","resume_campaign","LT-003","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.94}","high_value"
"ACT0001785","2025-08-04T07:12:37","C0000275","L0000275","triage","OP-005","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.93}","none"
"ACT0001786","2025-06-29T13:18:46","C0000275","L0000275","resume_campaign","OP-006","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","legal"
"ACT0001787","2025-07-08T00:42:13","C0004275","L0004276","resume_campaign","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complex_request"
"ACT0001788","2025-06-15T04:40:34","C0004275","L0004276","triage","OP-003","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","legal"
"ACT0001789","2025-08-11T23:53:04","C0000550","L0000550","update_segment","LT-008","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","high_value"
"ACT0001790","2025-08-17T04:14:01","C0000550","L0000550","update_segment","OP-004","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","complex_request"
"ACT0001791","2025-08-25T14:35:27","C0000550","L0000550","consolidate_memory","EN-020","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","complex_request"
"ACT0001792","2025-08-21T15:19:30","C0002169","L0002170","consolidate_memory","EN-007","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.74}","none"
"ACT0001793","2025-08-21T05:51:08","C0002169","L0002170","resume_campaign","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","none"
"ACT0001794","2025-08-21T10:24:21","C0002169","L0002170","optimize","OP-006","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","complex_request"
"ACT0001795","2025-08-06T13:49:42","C0001392","L0001392","escalate","LT-005","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.66}","none"
"ACT0001796","2025-07-30T19:53:49","C0001392","L0001392","resume_campaign","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.63}","none"
"ACT0001797","2025-08-24T21:50:18","C0001392","L0001392","triage","EN-018","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.81}","complaint"
"ACT0001798","2025-08-07T03:32:50","C0004892","L0004893","outreach","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","legal"
"ACT0001799","2025-07-22T14:10:04","C0004892","L0004893","triage","EN-013","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","none"
"ACT0001800","2025-08-12T22:12:27","C0004892","L0004893","resume_campaign","OP-005","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","high_value"
"ACT0001801","2025-07-07T21:02:21","C0004892","L0004893","update_template","LT-005","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","complex_request"
"ACT0001802","2025-08-11T11:32:11","C0003707","L0003708","pause_campaign","EN-020","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.69}","none"
"ACT0001803","2025-07-28T02:18:36","C0000606","L0000606","update_template","OP-007","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.85}","high_value"
"ACT0001804","2025-08-06T10:48:42","C0000606","L0000606","outreach","LT-009","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.65}","legal"
"ACT0001805","2025-08-18T21:55:11","C0000606","L0000606","consolidate_memory","EN-015","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.8}","high_value"
"ACT0001806","2025-07-19T05:19:41","C0000606","L0000606","resume_campaign","LT-009","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complaint"
"ACT0001807","2025-08-22T13:00:19","C0004253","L0004254","update_template","OP-005","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.96}","high_value"
"ACT0001808","2025-08-25T03:06:53","C0004253","L0004254","escalate","OP-005","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","legal"
"ACT0001809","2025-07-23T15:51:09","C0000528","L0000528","optimize","LT-007","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.75}","none"
"ACT0001810","2025-07-08T12:12:30","C0000528","L0000528","handoff","EN-013","Engagement","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","legal"
"ACT0001811","2025-07-29T21:04:30","C0000528","L0000528","handoff","LT-002","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","complex_request"
"ACT0001812","2025-08-12T05:47:52","C0000932","L0000932","escalate","OP-001","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","high_value"
"ACT0001813","2025-08-10T02:16:03","C0000932","L0000932","consolidate_memory","OP-002","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","complaint"
"ACT0001814","2025-08-09T02:38:19","C0000932","L0000932","resume_campaign","LT-003","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","complaint"
"ACT0001815","2025-08-28T07:32:47","C0003772","L0003773","update_segment","OP-003","Optimizer","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.6}","none"
"ACT0001816","2025-07-27T15:33:14","C0003807","L0003808","update_template","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","legal"
"ACT0001817","2025-05-27T06:18:37","C0003807","L0003808","pause_campaign","LT-008","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","none"
"ACT0001818","2025-08-25T11:23:04","C0003768","L0003769","resume_campaign","EN-004","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.92}","legal"
"ACT0001819","2025-08-21T14:07:00","C0003768","L0003769","escalate","EN-019","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.88}","high_value"
"ACT0001820","2025-08-17T08:42:04","C0003768","L0003769","update_segment","LT-001","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","high_value"
"ACT0001821","2025-08-07T08:57:01","C0003768","L0003769","triage","OP-007","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.73}","complaint"
"ACT0001822","2025-07-30T20:09:09","C0004826","L0004827","consolidate_memory","LT-009","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","complaint"
"ACT0001823","2025-07-31T14:42:00","C0004826","L0004827","update_segment","OP-006","Optimizer","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","complaint"
"ACT0001824","2025-07-17T23:52:34","C0004826","L0004827","update_segment","LT-009","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","complaint"
"ACT0001825","2025-07-02T09:27:08","C0004826","L0004827","consolidate_memory","LT-001","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","none"
"ACT0001826","2025-08-03T04:49:42","C0002765","L0002766","triage","OP-002","Optimizer","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","complex_request"
"ACT0001827","2025-08-18T11:12:23","C0002765","L0002766","outreach","EN-017","Engagement","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","high_value"
"ACT0001828","2025-06-08T01:40:47","C0000299","L0000299","resume_campaign","EN-019","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.86}","complaint"
"ACT0001829","2025-08-19T01:21:05","C0000299","L0000299","escalate","EN-020","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.82}","none"
"ACT0001830","2025-06-20T08:32:32","C0000299","L0000299","handoff","LT-003","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.87}","none"
"ACT0001831","2025-08-11T01:20:36","C0002314","L0002315","handoff","EN-004","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","none"
"ACT0001832","2025-08-19T21:33:56","C0002314","L0002315","escalate","EN-019","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","none"
"ACT0001833","2025-08-22T15:37:18","C0002314","L0002315","triage","OP-001","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.98}","high_value"
"ACT0001834","2025-08-15T13:15:55","C0002314","L0002315","update_segment","EN-016","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.91}","complex_request"
"ACT0001835","2025-08-08T16:41:52","C0003849","L0003850","triage","LT-003","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.95}","none"
"ACT0001836","2025-08-13T14:02:21","C0003849","L0003850","consolidate_memory","LT-008","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.6}","high_value"
"ACT0001837","2025-08-28T18:12:10","C0003849","L0003850","resume_campaign","LT-002","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.62}","high_value"
"ACT0001838","2025-08-08T04:03:04","C0003849","L0003850","resume_campaign","EN-019","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","complaint"
"ACT0001839","2025-07-27T07:58:05","C0001567","L0001567","outreach","EN-010","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.7}","high_value"
"ACT0001840","2025-07-14T05:51:28","C0001567","L0001567","handoff","LT-002","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.61}","complaint"
"ACT0001841","2025-08-14T14:43:48","C0001567","L0001567","pause_campaign","LT-006","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","legal"
"ACT0001842","2025-07-28T06:54:40","C0001567","L0001567","escalate","OP-007","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.83}","legal"
"ACT0001843","2025-08-25T08:52:11","C0001019","L0001019","update_template","OP-006","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.89}","legal"
"ACT0001844","2025-08-28T13:36:11","C0001019","L0001019","resume_campaign","EN-003","Engagement","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.68}","legal"
"ACT0001845","2025-06-08T22:07:34","C0001019","L0001019","update_template","OP-005","Optimizer","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.76}","legal"
"ACT0001846","2025-08-25T22:04:59","C0001019","L0001019","update_segment","LT-001","LeadTriage","Engagement","{""summary"": ""handoff with recent events"", ""confidence"": 0.9}","complaint"
"ACT0001847","2025-08-25T22:39:28","C0003722","L0003723","consolidate_memory","LT-008","LeadTriage","Manager","{""summary"": ""handoff with recent events"", ""confidence"": 0.64}","legal"
"ACT0001848","2025-07-24T01:55:42","C0001045","L0001045","outreach","LT-008","LeadTriage","Optimizer","{""summary"": ""handoff with recent events"", ""confidence"": 0.72}","complaint"
"ACT0001849","2025-07-29T20:49:02","C0001045","L0001045","optimize","EN-008","Engagement","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.78}","complex_request"
"ACT0001850","2025-06-05T09:46:10","C0001555","L0001555","consolidate_memory","LT-005","LeadTriage","LeadTriage","{""summary"": ""handoff with recent events"", ""confidence"": 0.97}","complex_request"
